Gene dn_silentCFPK dn_damaging dn_lof mut_silentCFPK mut_damaging mut_lof caseData1 caseData2 caseData3 controlData1 controlData2 controlData3 BF_dn_silentCFPK BF_dn_MiD BF_dn_lof BF_cc_MiD_lof_pop1 BF_cc_MiD_lof_pop2 BF_cc_MiD_lof_pop3 BF qvalue
TRIM72 0 0 0 8.48697e-06 2.61475e-06 8.22314545557305e-07 0 0 0 0 0 0 0.996052497156713 0.997510310195753 0.980289856043822 0.985463527632272 0.98660872036582 0.999384216387138 0.946394313037754 0.896966212296816
LRRTM1 0 0 0 1.39651e-05 1.04146e-10 8.2036807472133e-07 0 0 0 0 0 0 0.993521186826563 0.99999990059917 0.980335998454573 0.985463527632272 0.98660872036582 0.999384216387138 0.94638975797704 0.896968936728691
ZNF114 0 0 0 1.11606e-10 1.04146e-10 7.3462779232369e-07 0 0 0 0 0 1 0.999999947881432 0.99999990059917 0.982370926725875 0.985463527632272 0.98660872036582 0.990839023890334 0.946376708676239 0.896971660706995
KRT222 0 0 0 1.11606e-10 1.04146e-10 8.19904550616625e-07 1 0 0 1 0 1 0.999999947881432 0.99999990059917 0.980346986963533 0.987484009068443 0.98660872036582 0.990839023890334 0.946363271063939 0.896974384234785
ARC 0 0 0 9.70199e-06 1.04146e-10 9.0385579658421e-07 0 0 0 0 0 0 0.995489938690886 0.99999990059917 0.97835903201829 0.985463527632272 0.98660872036582 0.999384216387138 0.946352823053484 0.896977107289706
ZNF775 0 0 0 4.06413e-06 1.04146e-10 1.0125377365816e-06 0 0 0 0 0 0 0.998105732734864 0.99999990059917 0.975792107916216 0.985463527632272 0.98660872036582 0.999384216387138 0.946350028601157 0.896979829814314
ZNF26 0 0 0 2.11715e-07 1.04146e-10 1.08743150938311e-06 0 0 0 0 0 0 0.999901141667207 0.99999990059917 0.974027571770185 0.985463527632272 0.98660872036582 0.999384216387138 0.946337964525144 0.896982551878508
DHRS11 0 0 0 1.47638e-06 1.04146e-10 7.08200397155095e-07 0 0 0 0 0 1 0.999311028819952 0.99999990059917 0.982999090834892 0.985463527632272 0.98660872036582 0.990839023890334 0.946329462872118 0.89698527345563
ZNF383 0 0 0 1.11606e-10 1.04146e-10 1.09209310630687e-06 0 0 0 0 0 0 0.999999947881432 0.99999990059917 0.973917859408897 0.985463527632272 0.98660872036582 0.999384216387138 0.946324873844477 0.896987994516398
ZNF286A 0 0 0 1.11606e-10 1.55228e-06 1.03135667311963e-06 0 0 0 0 0 0 0.999999947881432 0.998520535792817 0.975348390084686 0.985463527632272 0.98660872036582 0.999384216387138 0.946312858634674 0.896990715116822
MMP23B 0 0 0 1.1837e-05 1.04146e-10 8.64711594396455e-07 0 0 0 0 0 0 0.994502979460881 0.99999990059917 0.979285403826895 0.985463527632272 0.98660872036582 0.999384216387138 0.946309757796808 0.896993435190002
IFNLR1 0 0 0 4.84811e-07 5.60001e-07 1.06142893105235e-06 0 0 0 0 0 0 0.999773651178933 0.999465786285448 0.974639803845065 0.985463527632272 0.98660872036582 0.999384216387138 0.946306349315878 0.896996154738414
TSPAN11 0 0 0 1.11606e-10 1.04146e-10 7.379594057686e-07 0 0 0 0 0 1 0.999999947881432 0.99999990059917 0.982291767842362 0.985463527632272 0.98660872036582 0.990839023890334 0.946300450186087 0.896998873780941
CD3D 0 0 0 1.11606e-10 6.28684e-07 7.1335189942053e-07 0 0 0 0 0 1 0.999999947881432 0.999400303504852 0.982876607548116 0.985463527632272 0.98660872036582 0.990839023890334 0.946296124400962 0.897001592305909
DPY19L2P2 0 0 0 1.11606e-10 1.04146e-10 1.09345882493404e-06 0 0 0 0 0 0 0.999999947881432 0.99999990059917 0.973885719330624 0.985463527632272 0.98660872036582 0.999384216387138 0.946293644357078 0.897004310299602
ANXA2 0 0 0 3.38933e-07 1.04146e-10 1.08706461963914e-06 0 0 0 0 0 0 0.999841747901803 0.99999990059917 0.974036207235363 0.985463527632272 0.98660872036582 0.999384216387138 0.946290141871291 0.897007027769864
GNA14 0 0 0 1.22465e-06 3.81941e-06 1.00418238514023e-06 1 0 0 1 0 0 0.999428433998645 0.996367244505467 0.975989184493688 0.987484009068443 0.98660872036582 0.999384216387138 0.946288702765416 0.897009744701348
R3HDM4 0 0 0 4.80565e-06 1.04146e-10 6.46133423245655e-07 0 0 0 0 0 1 0.997760896338419 0.99999990059917 0.984476143353668 0.985463527632272 0.98660872036582 0.990839023890334 0.946281262532346 0.897012461139314
TDRD12 0 0 0 8.4211e-08 1.10423e-06 1.19919153899548e-06 0 0 1 0 0 3 0.999960676101279 0.998947139472155 0.971401037545379 0.985463527632272 0.98660872036582 1.00302264858083 0.946281254662086 0.897015177028065
HNRNPA2B1 0 0 0 7.64219e-09 2.35579e-06 1.0011093286634e-06 0 0 0 0 0 0 0.999996431207942 0.997756356622279 0.976061679398946 0.985463527632272 0.98660872036582 0.999384216387138 0.946276832322475 0.897017892400934
ZNF793 0 0 0 1.11606e-10 1.9573e-08 1.09372118023137e-06 0 0 0 0 0 0 0.999999947881432 0.999981319129403 0.973879545338922 0.985463527632272 0.98660872036582 0.999384216387138 0.946270061869539 0.897020607275719
RAB5C 0 0 0 1.11606e-10 2.30278e-06 1.00384312211027e-06 0 0 0 0 0 0 0.999999947881432 0.997806737455209 0.975997187580653 0.985463527632272 0.98660872036582 0.999384216387138 0.946265414462531 0.897023321636622
TUBA1A 0 0 0 1.07379e-06 4.02746e-06 9.15256858196825e-07 0 0 0 0 0 0 0.999498807434817 0.996170085434046 0.978089401983645 0.985463527632272 0.98660872036582 0.999384216387138 0.946264006240609 0.897026035459469
IL31 0 0 0 1.11606e-10 1.04146e-10 3.93167161375954e-07 0 0 0 0 0 2 0.999999947881432 0.99999990059917 0.990521727091339 0.985463527632272 0.98660872036582 0.982564003058375 0.946259592486452 0.897028748766997
UTS2B 0 0 0 1.11606e-10 2.60566e-08 7.38964791389225e-07 0 0 0 0 0 1 0.999999947881432 0.999975131195944 0.982267881348348 0.985463527632272 0.98660872036582 0.990839023890334 0.946254000167017 0.897031461568212
ZNF529 0 0 0 1.11606e-10 1.04146e-10 1.09651604223536e-06 0 0 0 0 0 0 0.999999947881432 0.99999990059917 0.973813776716339 0.985463527632272 0.98660872036582 0.999384216387138 0.946223740016862 0.897034174048495
ASNA1 0 0 0 1.35841e-06 4.02621e-06 5.5674201980928e-07 0 0 0 0 0 1 0.999366045767028 0.996171269776905 0.98660779098647 0.985463527632272 0.98660872036582 0.990839023890334 0.946219188324375 0.897036886014921
TRIM49C 0 0 0 1.11606e-10 1.04146e-10 1.0969403252586e-06 0 0 0 0 0 0 0.999999947881432 0.99999990059917 0.97380379293041 0.985463527632272 0.98660872036582 0.999384216387138 0.946214039090989 0.897039597472133
TRADD 0 0 0 8.53559e-06 1.78974e-06 8.61837087816145e-07 0 0 0 0 0 0 0.996029973562935 0.998294582928042 0.979353469215491 0.985463527632272 0.98660872036582 0.999384216387138 0.946212279698969 0.897042308394837
TMEM200C 0 0 0 2.02608e-05 1.43295e-06 6.51154663911885e-07 0 0 0 0 0 0 0.99062817225629 0.998634119992856 0.984356557621066 0.985463527632272 0.98660872036582 0.999384216387138 0.946209938404497 0.897045018787565
PPM1N 0 0 0 9.3714e-06 1.04146e-10 9.1663207355325e-07 0 0 0 0 0 0 0.995642939270233 0.99999990059917 0.978056884333773 0.985463527632272 0.98660872036582 0.999384216387138 0.946205963474188 0.897047728662737
TRIM49 0 0 0 1.11606e-10 1.04146e-10 1.09781442506641e-06 0 0 0 0 0 0 0.999999947881432 0.99999990059917 0.973783224883249 0.985463527632272 0.98660872036582 0.999384216387138 0.946194053776575 0.897050438080055
KIAA2013 0 0 0 8.82424e-06 1.80165e-06 8.5698992063606e-07 0 0 0 0 0 0 0.995896275435478 0.998283252647234 0.97946825710579 0.985463527632272 0.98660872036582 0.999384216387138 0.946185418266036 0.897053147015089
FEN1 0 0 0 1.11606e-10 4.07791e-06 6.67147986701565e-07 1 0 0 1 0 1 0.999999947881432 0.996122287601727 0.983975768654898 0.987484009068443 0.98660872036582 0.990839023890334 0.946183046957959 0.897055855420988
NACC2 0 0 0 6.60727e-06 1.83007e-06 8.9871530604485e-07 0 0 0 0 0 0 0.996924074002911 0.998256216982 0.978480629349002 0.985463527632272 0.98660872036582 0.999384216387138 0.946181235943054 0.897058563293706
TMEM143 0 0 0 5.8465e-06 2.86614e-07 9.7596824394091e-07 0 0 0 0 0 0 0.99727726571772 0.999726516191143 0.97665499467214 0.985463527632272 0.98660872036582 0.999384216387138 0.946141946332374 0.897061270914548
TM4SF20 0 0 0 1.11606e-10 9.88602e-07 4.44059708039329e-07 1 0 0 1 0 2 0.999999947881432 0.999057289279009 0.989302150148601 0.987484009068443 0.98660872036582 0.982564003058375 0.946139543216877 0.897063978006917
GCM1 0 0 0 1.11606e-10 2.07565e-06 1.01844212405461e-06 0 0 0 0 0 0 0.999999947881432 0.998022657344793 0.975652868571413 0.985463527632272 0.98660872036582 0.999384216387138 0.946136278824773 0.897066684577433
TMEM189-UBE2V1 0 0 0 1.74368e-06 1.04146e-10 1.06722671350513e-06 0 0 0 0 0 0 0.999186392379559 0.99999990059917 0.974503257715084 0.985463527632272 0.98660872036582 0.999384216387138 0.946123336070414 0.897069390698834
CCDC24 0 0 0 2.91202e-06 4.70844e-07 1.0261706053903e-06 0 0 0 0 0 0 0.998641988001985 0.999550801303905 0.975470646166926 0.985463527632272 0.98660872036582 0.999384216387138 0.946121453547251 0.897072096288321
THEGL 0 0 0 1.87242e-06 1.04146e-10 1.06607795820584e-06 0 0 0 0 0 0 0.999126374790021 0.99999990059917 0.974530310868574 0.985463527632272 0.98660872036582 0.999384216387138 0.946092769512565 0.897074801547004
RPL7 0 0 0 2.54652e-08 1.04146e-10 1.10212314294173e-06 0 0 0 0 0 0 0.999988108220243 0.99999990059917 0.973681845446943 0.985463527632272 0.98660872036582 0.999384216387138 0.946084345165401 0.897077506323099
ZNF625 0 0 0 1.11606e-10 1.04146e-10 1.18762700867837e-06 1 0 0 1 0 0 0.999999947881432 0.99999990059917 0.971672456542209 0.987484009068443 0.98660872036582 0.999384216387138 0.946078850347697 0.897080210594791
HLA-DQB2 0 0 0 1.11606e-10 1.04146e-10 7.47909008943795e-07 0 0 0 0 0 1 0.999999947881432 0.99999990059917 0.982055408214105 0.985463527632272 0.98660872036582 0.990839023890334 0.946072750810049 0.897082914366767
TOR1B 0 0 0 2.65986e-06 2.58395e-06 5.9542521670526e-07 0 0 0 0 0 1 0.998759434775613 0.997539568221098 0.985684713823286 0.985463527632272 0.98660872036582 0.990839023890334 0.946057767545592 0.897085617705756
ADCY10P1 0 0 0 1.11606e-10 1.04146e-10 1.10383005683702e-06 0 0 0 0 0 0 0.999999947881432 0.99999990059917 0.973641686866734 0.985463527632272 0.98660872036582 0.999384216387138 0.946056525807117 0.897088320508914
RNF41 0 0 0 8.6684e-07 3.56928e-06 9.4654391476969e-07 0 0 0 0 0 0 0.999595362108321 0.996604379499002 0.977349901162541 0.985463527632272 0.98660872036582 0.999384216387138 0.946052175194302 0.897091022799696
BCL2L12 0 0 0 2.487e-06 1.04146e-10 1.05754515854736e-06 0 0 0 0 0 0 0.998839962672864 0.99999990059917 0.974731284174928 0.985463527632272 0.98660872036582 0.999384216387138 0.946016612964956 0.89709372481211
SCML4 0 0 0 1.11606e-10 2.28027e-06 1.10079859422377e-06 1 0 0 1 0 0 0.999999947881432 0.997828132482786 0.973713009386212 0.987484009068443 0.98660872036582 0.999384216387138 0.946006676579432 0.897096426354259
NUDC 0 0 0 7.95169e-07 3.37625e-06 1.04282874626438e-06 1 0 0 1 0 0 0.999628805348224 0.99678745472326 0.975078008538189 0.987484009068443 0.98660872036582 0.999384216387138 0.945993592739816 0.897099127449863
CRIP2 0 0 0 7.17454e-06 1.04146e-10 9.68442779705765e-07 0 0 0 0 0 0 0.996660880406269 0.99999990059917 0.976832669271251 0.985463527632272 0.98660872036582 0.999384216387138 0.945987801707554 0.897101828044432
CCDC85C 0 0 0 1.10507e-05 1.04146e-10 8.9396556070563e-07 0 0 0 0 0 0 0.994866234591416 0.99999990059917 0.978592998604484 0.985463527632272 0.98660872036582 0.999384216387138 0.945986075591315 0.897104528107673
KNOP1 0 0 0 5.29461e-07 2.83385e-07 8.15872706524795e-07 1 0 0 1 0 1 0.999752810162931 0.99972959647191 0.980442573429515 0.987484009068443 0.98660872036582 0.990839023890334 0.945965871510496 0.897107227778125
SYNC 0 0 0 2.10982e-06 1.04146e-10 1.06713828997897e-06 0 0 0 0 0 0 0.999015719840251 0.99999990059917 0.974505340056874 0.985463527632272 0.98660872036582 0.999384216387138 0.945963748665598 0.897109926920513
SHISA9 0 0 0 1.11606e-10 1.04146e-10 1.10835532695224e-06 0 0 0 0 0 0 0.999999947881432 0.99999990059917 0.973535229699791 0.985463527632272 0.98660872036582 0.999384216387138 0.945953084778592 0.897112625598946
FUT7 0 0 0 1.58144e-06 1.04146e-10 1.07805415280711e-06 0 0 0 0 0 0 0.999262037778724 0.99999990059917 0.974248312838307 0.985463527632272 0.98660872036582 0.999384216387138 0.94594742522848 0.8971153237761
METTL20 0 0 0 1.11606e-10 1.60716e-06 6.9068534831982e-07 0 0 0 0 0 1 0.999999947881432 0.998468306567054 0.98341565950211 0.985463527632272 0.98660872036582 0.990839023890334 0.945932155745191 0.897118021524063
C21orf2 0 0 0 6.13532e-06 2.57626e-06 8.89775844247005e-07 0 0 0 0 0 0 0.997143149618129 0.997546873483668 0.978692130626701 0.985463527632272 0.98660872036582 0.999384216387138 0.945921092328561 0.897120718811483
YWHAB 0 0 0 1.11606e-10 2.33714e-06 6.6302681561168e-07 0 0 0 0 0 1 0.999999947881432 0.99777408107397 0.984073874975266 0.985463527632272 0.98660872036582 0.990839023890334 0.945907145107716 0.897123415660083
HHLA1 0 0 0 1.11606e-10 1.04146e-10 1.26100060861087e-06 0 0 1 0 0 3 0.999999947881432 0.99999990059917 0.969951809318496 0.985463527632272 0.98660872036582 1.00302264858083 0.945902420073881 0.897126112000981
EXOC3L2 0 0 0 1.77465e-06 1.19314e-06 1.02946483859713e-06 0 0 0 0 0 0 0.999171953740703 0.998862457580317 0.975392986117239 0.985463527632272 0.98660872036582 0.999384216387138 0.945896340594666 0.897128807844465
UBE2D3 0 0 0 6.97551e-08 7.91697e-07 7.2318125037564e-07 0 0 0 0 0 1 0.999967426331808 0.99924491868982 0.982642949719422 0.985463527632272 0.98660872036582 0.990839023890334 0.945893306575262 0.897131503167898
PRR23B 0 0 0 1.11606e-10 5.84971e-08 4.06933577598682e-07 0 0 0 0 0 2 0.999999947881432 0.999944171150999 0.990191667192109 0.985463527632272 0.98660872036582 0.982564003058375 0.945891564579435 0.897134197961772
OR1A1 0 0 0 1.11606e-10 8.74833e-07 3.75164041565125e-07 0 0 0 0 0 2 0.999999947881432 0.999165690774157 0.990953549560847 0.985463527632272 0.98660872036582 0.982564003058375 0.94588239541532 0.897136892281807
GPR75 0 0 0 1.11606e-10 1.04146e-10 7.5653195046565e-07 0 0 0 0 0 1 0.999999947881432 0.99999990059917 0.981850615462705 0.985463527632272 0.98660872036582 0.990839023890334 0.945875461695766 0.897139586111424
HOXA11 0 0 0 8.76176e-06 2.8039e-06 4.77565917641866e-07 0 0 0 0 0 1 0.995925212104192 0.997330665742743 0.988500126250872 0.985463527632272 0.98660872036582 0.990839023890334 0.945869533028981 0.897142279443255
TEX33 0 0 0 8.2924e-07 9.18082e-08 7.37440612485125e-07 0 0 0 0 0 1 0.999612906800517 0.999912382138271 0.982304093865579 0.985463527632272 0.98660872036582 0.990839023890334 0.945863275066146 0.897144972279912
SLC39A8 0 0 0 3.00646e-06 3.05639e-06 1.01848283829317e-06 1 0 0 1 0 0 0.998598008534978 0.997090960623613 0.975651908510554 0.987484009068443 0.98660872036582 0.999384216387138 0.945862223442831 0.897147664582615
IL25 0 0 0 1.11606e-10 6.0325e-07 3.87022753664952e-07 0 0 0 0 0 2 0.999999947881432 0.999424551477793 0.990669083221385 0.985463527632272 0.98660872036582 0.982564003058375 0.945855853236 0.897150356391291
CLDN16 0 0 0 1.11606e-10 1.51534e-06 6.9827683414561e-07 0 0 0 0 0 1 0.999999947881432 0.998555694478891 0.983235083532105 0.985463527632272 0.98660872036582 0.990839023890334 0.945841237183894 0.897153047767736
TMEM232 0 0 0 1.11606e-10 4.0046e-07 1.99406661929499e-06 0 0 1 0 0 1 0.999999947881432 0.999617925202858 0.952945723031041 0.985463527632272 0.98660872036582 1.02122969537149 0.945825716153411 0.897155738718844
DCUN1D5 0 0 0 5.15722e-07 1.7059e-06 6.8162473351235e-07 0 0 0 0 0 1 0.999759222941176 0.998374348960699 0.983631229363849 0.985463527632272 0.98660872036582 0.990839023890334 0.94582273769516 0.897158429150995
PRSS42 0 0 0 1.11606e-10 1.3153e-07 1.10923319373753e-06 0 0 0 0 0 0 0.999999947881432 0.999874477868626 0.973514579345413 0.985463527632272 0.98660872036582 0.999384216387138 0.945814377974873 0.897161119104563
FAM216A 0 0 0 2.0548e-06 1.3494e-08 7.1911699336872e-07 0 0 0 0 0 1 0.999041363109972 0.999987120979826 0.982739555476117 0.985463527632272 0.98660872036582 0.990839023890334 0.945812220775003 0.89716380853334
USP50 0 0 0 1.11606e-10 1.54586e-06 6.9843208201039e-07 0 0 0 0 0 1 0.999999947881432 0.998526646039176 0.983231391090923 0.985463527632272 0.98660872036582 0.990839023890334 0.945810170322742 0.897166497436687
BTBD19 0 0 0 5.46413e-06 1.04146e-10 1.00963425223579e-06 0 0 0 0 0 0 0.997454878717275 0.99999990059917 0.975860587006152 0.985463527632272 0.98660872036582 0.999384216387138 0.945799293519822 0.89716918588071
TIMM23 0 0 0 1.38e-06 1.04146e-10 1.08879790750557e-06 0 0 0 0 0 0 0.99935597651362 0.99999990059917 0.973995411675772 0.985463527632272 0.98660872036582 0.999384216387138 0.945790774223255 0.897171873847935
SNAPIN 0 0 0 1.83086e-06 9.93268e-07 6.86350794362955e-07 0 0 0 0 0 1 0.999145748943922 0.999052843894967 0.983518780522115 0.985463527632272 0.98660872036582 0.990839023890334 0.945776613088076 0.897174561380651
BMP3 0 0 0 1.11606e-10 3.14171e-06 7.2238286178273e-07 1 0 0 1 0 1 0.999999947881432 0.997009985685754 0.98266192626265 0.987484009068443 0.98660872036582 0.990839023890334 0.945761735543144 0.897177248484341
RPS13 0 0 0 4.93778e-07 1.27126e-06 7.02682745535405e-07 0 0 0 0 0 1 0.999769465635093 0.998788063871967 0.983130298585306 0.985463527632272 0.98660872036582 0.990839023890334 0.945742489236161 0.897179935191762
KLHL10 0 0 0 1.11606e-10 4.66595e-06 9.34139156616995e-07 0 0 0 0 0 0 0.999999947881432 0.995565484075919 0.977643025643957 0.985463527632272 0.98660872036582 0.999384216387138 0.945732048880279 0.897182621437273
PRAMEF21 0 0 0 1.11606e-10 1.04146e-10 1.11876309123825e-06 0 0 0 0 0 0 0.999999947881432 0.99999990059917 0.973290435697264 0.985463527632272 0.98660872036582 0.999384216387138 0.945715226265862 0.897185307268671
PABPN1 0 0 0 4.77435e-06 2.63316e-06 9.2281336363282e-07 0 0 0 0 0 0 0.997775447218916 0.997492822658348 0.977910739496066 0.985463527632272 0.98660872036582 0.999384216387138 0.945713958935139 0.897187992569937
PHF23 0 0 0 5.83781e-07 7.60517e-07 1.0779398706748e-06 0 0 0 0 0 0 0.999727456720628 0.999274636059721 0.974251003359342 0.985463527632272 0.98660872036582 0.999384216387138 0.945704242166168 0.897190677404312
ATCAY 0 0 0 2.31906e-08 2.92568e-06 9.3056175665761e-07 2 0 0 2 0 1 0.999989170404978 0.997215038361244 0.977727577767337 0.992213604214878 0.98660872036582 0.990839023890334 0.945703967215916 0.897193361701453
GP5 0 0 0 4.45112e-06 3.80818e-07 6.6335920616702e-07 0 0 0 0 0 1 0.997925736886099 0.999636658943377 0.984065961866496 0.985463527632272 0.98660872036582 0.990839023890334 0.945699623002622 0.897196045491898
CSF1 0 0 0 1.35825e-06 6.03289e-07 1.0698484554287e-06 0 0 0 0 0 0 0.999366120389403 0.999424514295567 0.974441518895763 0.985463527632272 0.98660872036582 0.999384216387138 0.945689117892585 0.897198728821779
DDX20 0 0 0 3.28923e-06 4.43392e-06 1.40056087534921e-06 0 0 1 0 0 2 0.998466349658548 0.995785117664189 0.966688389375987 0.985463527632272 0.98660872036582 1.01198372962338 0.945680865867646 0.897201411674423
WASH1 0 0 0 1.11606e-10 1.04146e-10 1.12105671949904e-06 0 0 0 0 0 0 0.999999947881432 0.99999990059917 0.973236498013051 0.985463527632272 0.98660872036582 0.999384216387138 0.94566281674106 0.897204094123078
TMED3 0 0 0 1.5941e-06 2.45361e-06 6.38917249921885e-07 0 0 0 0 0 1 0.999256134559764 0.997663401002997 0.984648031817299 0.985463527632272 0.98660872036582 0.990839023890334 0.945650134981941 0.89720677612782
TYW3 0 0 0 1.04554e-06 1.8203e-06 6.7491776634709e-07 0 0 0 0 0 1 0.999511986656245 0.99826551092888 0.983790835137639 0.985463527632272 0.98660872036582 0.990839023890334 0.945639172292453 0.897209457675957
SHOC2 0 0 0 1.11606e-10 2.86975e-06 1.00963608552272e-06 0 0 0 0 0 0 0.999999947881432 0.997268139464593 0.975860543766135 0.985463527632272 0.98660872036582 0.999384216387138 0.945622227816712 0.897212138812251
MORN3 0 0 0 1.11606e-10 2.19262e-06 7.6599055027899e-07 1 0 0 1 0 1 0.999999947881432 0.997911449319032 0.981626030610008 0.987484009068443 0.98660872036582 0.990839023890334 0.945618964274425 0.897214819434776
KCNN1 0 0 0 1.11606e-10 1.04146e-10 1.12332103778749e-06 0 0 0 0 0 0 0.999999947881432 0.99999990059917 0.973183252849736 0.985463527632272 0.98660872036582 0.999384216387138 0.945611080116693 0.897217499578152
PIANP 0 0 0 3.73666e-07 1.04146e-10 1.11626107841465e-06 0 0 0 0 0 0 0.999825533480569 0.99999990059917 0.97334927760688 0.985463527632272 0.98660872036582 0.999384216387138 0.945607444734549 0.897220179210835
SLA 0 0 0 2.76786e-08 2.52933e-06 1.0231621675325e-06 0 0 0 0 0 0 0.999987074616663 0.997591457748345 0.975541574724292 0.985463527632272 0.98660872036582 0.999384216387138 0.945607443503483 0.89722285830588
IRX2 0 0 0 1.07378e-05 2.94543e-06 8.00818418133295e-07 0 0 0 0 0 0 0.995010863054259 0.997196288590971 0.980799570198863 0.985463527632272 0.98660872036582 0.999384216387138 0.945598411517261 0.897225536930784
EPHB1 0 0 0 3.76341e-07 9.90918e-06 1.90544966570291e-06 2 0 1 2 0 1 0.999824284731187 0.990626973608538 0.954983795280525 0.992213604214878 0.98660872036582 1.02122969537149 0.945591140194778 0.897228215072561
ASB6 0 0 0 3.83938e-06 7.69247e-07 7.49459426408295e-07 1 0 0 1 0 1 0.998210298034895 0.999266315407493 0.982018582678768 0.987484009068443 0.98660872036582 0.990839023890334 0.945586196756749 0.897230892714004
CDK6 0 0 0 2.52867e-06 2.23213e-06 9.88077492744185e-07 0 0 0 0 0 0 0.99882054924658 0.997873890936045 0.976369173283952 0.985463527632272 0.98660872036582 0.999384216387138 0.945573252653295 0.8972335699149
USP18 0 0 0 5.14066e-07 9.25702e-07 1.07860950146737e-06 0 0 0 0 0 0 0.999759995896834 0.999117218948734 0.974235238495122 0.985463527632272 0.98660872036582 0.999384216387138 0.945570739028837 0.89723624659764
PDZK1 0 0 0 1.11606e-10 1.04146e-10 1.12552523919332e-06 0 0 0 0 0 0 0.999999947881432 0.99999990059917 0.973131424436864 0.985463527632272 0.98660872036582 0.999384216387138 0.945560720103474 0.897238922818314
RNF26 0 0 0 4.98321e-06 7.5879e-07 6.44622817899715e-07 0 0 0 0 0 1 0.997678359591153 0.999276282096728 0.984512123048958 0.985463527632272 0.98660872036582 0.990839023890334 0.94555285012824 0.897241598561047
HNRNPA1 0 0 0 3.34431e-08 1.18323e-06 1.07909059480284e-06 0 0 0 0 0 0 0.999984382746476 0.998871895632938 0.974223912471871 0.985463527632272 0.98660872036582 0.999384216387138 0.945539743434002 0.897244273865002
UBE2L6 0 0 0 1.35958e-07 8.9358e-07 7.33684542697235e-07 0 0 0 0 0 1 0.999936513421447 0.999147826694688 0.98239333955328 0.985463527632272 0.98660872036582 0.990839023890334 0.945531915804603 0.89724694869098
TNFRSF1A 0 0 0 6.25792e-06 1.17399e-06 9.59774912978075e-07 0 0 0 0 0 0 0.997086230263174 0.998880695746455 0.977037360263035 0.985463527632272 0.98660872036582 0.999384216387138 0.945530409704579 0.897249622992033
MAMSTR 0 0 0 8.60984e-06 1.09207e-06 9.17895645655505e-07 0 0 0 0 0 0 0.995995578661987 0.998958722268869 0.978027007603123 0.985463527632272 0.98660872036582 0.999384216387138 0.945526691064826 0.8972522967848
NOSIP 0 0 0 1.38796e-06 1.6121e-06 1.03669922323694e-06 0 0 0 0 0 0 0.999352264140237 0.998463605431101 0.975222462900809 0.985463527632272 0.98660872036582 0.999384216387138 0.945523936025715 0.897254970062256
MAPRE3 0 0 0 4.72953e-07 2.50933e-06 6.6406152047796e-07 0 0 0 0 0 1 0.999779186214717 0.997610459230275 0.984049242341382 0.985463527632272 0.98660872036582 0.990839023890334 0.945519574792564 0.897257642836518
PRB1 0 0 0 1.11606e-10 1.04146e-10 7.72344756693415e-07 0 0 0 0 0 1 0.999999947881432 0.99999990059917 0.981475188485073 0.985463527632272 0.98660872036582 0.990839023890334 0.945513790418885 0.897260315118335
BAK1 0 0 0 1.11606e-10 1.38728e-06 7.1854461035918e-07 0 0 0 0 0 1 0.999999947881432 0.998677597481999 0.982753161638213 0.985463527632272 0.98660872036582 0.990839023890334 0.945493054536369 0.897262987019181
BTNL3 0 0 0 1.11606e-10 1.04146e-10 1.12886264823363e-06 0 0 0 0 0 0 0.999999947881432 0.99999990059917 0.97305295622396 0.985463527632272 0.98660872036582 0.999384216387138 0.945484475047529 0.897265658448665
ATG3 0 0 0 3.12939e-07 3.0498e-06 1.00281823517015e-06 0 0 0 0 0 0 0.999853883039152 0.997097215539449 0.976021364720094 0.985463527632272 0.98660872036582 0.999384216387138 0.945477845337803 0.897268329392415
MRTO4 0 0 0 2.0207e-06 1.36449e-06 6.8137710793267e-07 0 0 0 0 0 1 0.999057256825202 0.998699294737613 0.983637121600971 0.985463527632272 0.98660872036582 0.990839023890334 0.94547193130142 0.897270999845249
TNNC1 0 0 0 1.82939e-06 1.08119e-06 3.50050025636316e-07 0 0 0 0 0 2 0.999146434232267 0.998969086040975 0.991556283346385 0.985463527632272 0.98660872036582 0.982564003058375 0.945463826184427 0.897273669823622
ZNF296 0 0 0 1.10785e-05 4.69132e-07 8.9802855792625e-07 0 0 0 0 0 0 0.994853386951883 0.999552433904169 0.978496875517453 0.985463527632272 0.98660872036582 0.999384216387138 0.945457689881101 0.897276339313025
CCDC121 0 0 0 6.4501e-07 5.78234e-09 1.117886706945e-06 0 0 0 0 0 0 0.999698880111548 0.999994481147474 0.973311045903334 0.985463527632272 0.98660872036582 0.999384216387138 0.945445398302574 0.897279008359409
GNB2L1 0 0 0 7.66781e-07 2.81371e-06 1.00479002687761e-06 0 0 0 0 0 0 0.999642052427983 0.997321350419527 0.975974850636479 0.985463527632272 0.98660872036582 0.999384216387138 0.945444962331982 0.897281676874694
TM2D2 0 0 0 1.98463e-06 1.75877e-06 6.6781360442641e-07 0 0 0 0 0 1 0.999074069296188 0.998324046612164 0.983959924346877 0.985463527632272 0.98660872036582 0.990839023890334 0.945442754011674 0.897284344872224
WDR18 0 0 0 8.3464e-06 1.04146e-10 9.700107305015e-07 0 0 0 0 0 0 0.996117623105824 0.99999990059917 0.976795647326574 0.985463527632272 0.98660872036582 0.999384216387138 0.945436331774028 0.897287012383503
