'Gene' qvalue PP
'COLGALT1' 0.56418101422410205 0.26627728597880801
'CCDC30' 0.56506404974578295 0.266276165613198
'SEZ6L' 0.56593798509854398 0.26626642717141302
'MPO' 0.56680495409444698 0.265870029696188
'OR2W3' 0.56766765347780301 0.264968666151156
'BAIAP2' 0.56852286070118097 0.264711730740192
'GLS2' 0.56937231294891399 0.26413504649522501
'EDEM1' 0.57021499954914701 0.26377574020502098
'DAG1' 0.57105385106564899 0.26285354866695898
'TLR2' 0.571884504500899 0.26281546188427901
'PRKD3' 0.57270802336077498 0.26258820466419802
'MRPL22' 0.57352570586854301 0.26212011006997499
'SORCS1' 0.57433794066097699 0.26159063126745902
'CYB5D1' 0.57514508370012996 0.26100487935174199
'DNMT3A' 0.575944417719501 0.26099144232870702
'MYLK4' 0.57673839691997597 0.26049586698267302
'ILDR1' 0.57752526097089896 0.260380744539144
'PMS2' 0.578304648935837 0.26036204232184801
'MAGI3' 0.579080246659892 0.25959542673679498
'LRRN1' 0.57984947194146097 0.25938244421051798
'NUP214' 0.58061185131159099 0.25928848096106999
'ZNF234' 0.58137133605164004 0.25837738379809
'TRIM2' 0.58212548588627899 0.25799474917029702
'ATP6V0A1' 0.58287416510259205 0.25765716182258402
'HAPLN1' 0.583615908442908 0.25765101672952201
'SLC25A10' 0.58435266079995396 0.25724558243516599
'PPP2R1A' 0.58508368207264805 0.25701572302540598
'BUB1' 0.58580832800573202 0.25694350451508002
'DMRTA1' 0.586528266668498 0.25652510484854502
'HECTD1' 0.58724194715983102 0.25646202523825901
'ICA1' 0.58795033757993198 0.25620376999773897
'PRDM10' 0.58865285974840398 0.25608974101938098
'ZDBF2' 0.58935019577562298 0.25584120618169398
'KCNT1' 0.59004167063786095 0.25575943508315602
'CRYBG3' 0.590727332455937 0.25568442029496502
'ATG2A' 0.59140700156003501 0.25566745001802199
'XPO7' 0.59208083093056396 0.25563373132974898
'EPPK1' 0.59274876962521705 0.255629146688581
'PRSS16' 0.59341089208304099 0.25562518753320002
'PAX7' 0.59406891811680296 0.25524312015165002
'MTA2' 0.594722138261642 0.255037228425323
'CHRNA6' 0.59537067606511895 0.25481709133167302
'USP39' 0.59601439646679899 0.254642470343526
'ANKRD24' 0.59665281091034805 0.25459662374279901
'TAOK1' 0.59728603176662498 0.25454028786458999
'TSGA10' 0.59791473870742495 0.25433913020458698
'CDC25B' 0.59853876876856604 0.25419013680195102
'IPO9' 0.59915764253663495 0.25416927443104298
'TFCP2L1' 0.59977280556230905 0.253818394327326
'EPS8L1' 0.60038458019061003 0.25340128364541498
'NDST2' 0.60099294914872403 0.25299850090405102
'PACS2' 0.60159709617073098 0.25280347152548299
'POLR3B' 0.60219687862349103 0.25265576780868798
'SEMA6B' 0.60279344448865602 0.252241050276232
'ZBTB11' 0.60338732248058002 0.25170644748988302
'EPG5' 0.60397667156666002 0.25163280234384799
'FHOD3' 0.60456171912771095 0.25151658085371997
'GOLGA3' 0.60514492964738098 0.25080207199403398
'HDAC4' 0.60572383724696699 0.250707078055662
'MACF1' 0.60630004339028898 0.25022462692258501
'PIK3C2B' 0.60687534707441804 0.24929873189325399
'PRTG' 0.60745235151789301 0.247719533170074
'PFAS' 0.60802992981021997 0.246420340523375
'MYH13' 0.60860306233072403 0.24639440998156301
'NRD1' 0.60917392868662001 0.2458260169159
'LMO7' 0.60974040662587403 0.24580771886421801
'MAD1L1' 0.61030444657907301 0.24530132540212901
'ITGA3' 0.61086491900458595 0.24509366763858101
'ABCC1' 0.61142609445678098 0.24379063887684599
'HIVEP1' 0.61198398740247995 0.24352173966162699
'SLC4A8' 0.61254358955155197 0.24195985168953499
'CLSTN2' 0.61309934864885396 0.24184752695540501
'KAT6B' 0.613652911733235 0.24131356015882299
'USP40' 0.61420373687650798 0.240929250442839
'LBR' 0.61475145419567401 0.24065117354448701
'KIAA1199' 0.61529747836295801 0.240006117306684
'CNGB1' 0.61584524903940796 0.23844775102483501
'SLC7A9' 0.61638928832087503 0.23835222352754201
'PLB1' 0.61692996065230299 0.23816985452509501
'MYO18B' 0.61747021106428601 0.23720242811216199
'ABCG8' 0.61800779870171396 0.23684353919286799
'ABI3BP' 0.61854249068481904 0.23655598189367599
'CACNA1B' 0.61908515766553196 0.23330942358045501
'CIT' 0.61962819343984898 0.23212304017155999
'KIAA1432' 0.62017464082176899 0.230098776532217
'ZMYM2' 0.62072049577574795 0.22916939188014299
'PLXNA1' 0.62126396438757803 0.228738698747351
'SLIT1' 0.62180492078889404 0.22835015604637199
'XPOT' 0.62235969369252697 0.22341343909762301
'HERC1' 0.62291519736383705 0.22209927834072701
'ADAMTS20' 0.62347236437297504 0.22052087306826601
'ATG2B' 0.62404592596209296 0.214783267495817
'SAG' 0.62463413099635301 0.20949204934225199
'TMEM177' 0.62522348698923502 0.20798876702504801
'BIVM-ERCC5' 0.62581206296620595 0.20703235957428001
'SURF2' 0.62639983189755399 0.20608602266804699
'KATNA1' 0.626983669142819 0.20603887871151999
'GTF3C3' 0.62756522640072299 0.20552784058073501
'CDK15' 0.62814315025656497 0.20541477926118301
'GLMN' 0.62871980938988203 0.204625701081216
'LPXN' 0.62929274591923401 0.20455566056892999
'ALKBH4' 0.62986183894119796 0.204532091667052
'ARFIP1' 0.63042705870966198 0.204528768898838
'RUNX1' 0.63098845995084396 0.204520976382843
'IRF7' 0.63154638324038403 0.20442416963497001
'TUBA8' 0.63210334967432702 0.20359155231259299
'CHD4' 0.63265671467124995 0.203547246239351
'SULT2B1' 0.63320656448383295 0.20348804117907901
'ATIC' 0.63375309934405799 0.203379512308865
'HESX1' 0.63429664140688302 0.20318428180846401
'ARMC10' 0.63483875251098698 0.202527916257876
'IQCC' 0.63537738874351801 0.20249310526455799
'SOX7' 0.63591249019812901 0.20248687050928499
'GPAA1' 0.63644425425513995 0.20243123647080899
'PYGO2' 0.63697338873115705 0.202169730559636
'VTN' 0.63749938381749005 0.202072114850852
'DLK1' 0.63802203386039102 0.20204705301186701
'MRPL21' 0.63854170092977902 0.201920508768166
'RRAGD' 0.63905822507218601 0.201852339066315
'METTL18' 0.63957213651974398 0.20162922618507301
'ZNF532' 0.64008326424859396 0.201467139807784
'KCNQ4' 0.64059135031339098 0.20139388353465701
'FTMT' 0.64109622140744005 0.201383997249302
'NMNAT2' 0.64159804453005198 0.201331318092411
'SORL1' 0.64209698096358503 0.20123697890717199
'CERS4' 0.64259342450667001 0.20102685942140899
'SLC25A44' 0.64308702903665904 0.200933939486757
'DPYS' 0.64357778807979604 0.20085159524589799
'CHSY1' 0.64406632538054398 0.20057881298164101
'AURKA' 0.64455211634041398 0.20048056746099199
'SMPD3' 0.64503507333356702 0.20041868885750799
'GORASP2' 0.64551509927073603 0.200396574897972
'TRPV6' 0.64599237738806103 0.200324068833134
'CAPN12' 0.64646692704687403 0.20025353315665301
'CYP4F3' 0.64693862820463999 0.200230196679265
'WISP3' 0.64740744041221898 0.20022859212456101
'ZWILCH' 0.64787351355891798 0.20018664061706801
'CDH19' 0.64833693691115402 0.20012362690778801
'STOX1' 0.64879770491295297 0.20007039049684899
'RCCD1' 0.64925570970524005 0.20006071363258901
'ROPN1L' 0.64971103603123903 0.2000312763888
'ST6GALNAC5' 0.65016393910801096 0.199925142480604
'CYP27A1' 0.65061434869977797 0.19984966683367
'SERPINE1' 0.65106212084197301 0.19982975580699999
'SCMH1' 0.65150771562498799 0.19966362684817099
'NIPAL2' 0.65195085407714504 0.19959776444998001
'SLC6A11' 0.65239141584062998 0.199579831628691
'MOGAT1' 0.65282952729335697 0.19952691313742801
'ATP6V0A4' 0.65326508487105905 0.19951645386566999
'CTNNA2' 0.65369816386635604 0.19948805672792499
'FAM5C' 0.65412872457056503 0.19948063599829099
'COL8A2' 0.65455698659694195 0.19940566240853799
'ZNF438' 0.65498324089850601 0.19923778796667899
'TPP1' 0.65540748752226996 0.19907592052662801
'KCNA10' 0.65582982301937798 0.19888676597572
'IDO1' 0.65625040715130201 0.19864806733489099
'MSI2' 0.65666861203650495 0.198632497683041
'TMPRSS11A' 0.65708441524550298 0.19863187123228601
'SPRED1' 0.65749784286814295 0.19862934445329
'GPC5' 0.65790896338280203 0.198609977000995
'PABPC1L' 0.65831792753355001 0.19854461970465001
'TMOD4' 0.65872474297489103 0.198483037114453
'SLC6A1' 0.65912933691667897 0.19845359557391801
'SEMA4B' 0.65953190266150197 0.19836238941624501
'ST6GALNAC1' 0.65993239144693405 0.198294578509978
'CHRNA10' 0.66033070359761104 0.19826848291199001
'HDAC1' 0.66072710516859101 0.19815393556271901
'ARPP21' 0.66112135224542101 0.19813244132601801
'PLK3' 0.66151388286643698 0.19796015481010701
'XKR6' 0.661904896012104 0.197721384693269
'SERPINI2' 0.66229387465430001 0.197673814154988
'ENPP2' 0.66268082513552895 0.19763005114107801
'HEXB' 0.66306584021341697 0.19755870159092401
'PDSS2' 0.66344876852175505 0.19754825555175901
'OGFOD2' 0.66382972400253304 0.19750248099414899
'GDAP1' 0.66420875580161598 0.197444637532911
'BET1' 0.66458604288011702 0.197326886388525
'MR1' 0.664961305150638 0.19731744156821601
'WDR46' 0.66533461956914497 0.19728567442046399
'SPNS2' 0.66570617428113499 0.197190136994501
'GABRD' 0.66607583213516797 0.19715076187267799
'LINGO4' 0.66644363381857796 0.197101941636357
'RTN3' 0.66680958334803397 0.197057191694019
'LRFN5' 0.66717364037527505 0.19703308846394901
'KY' 0.66753629383158997 0.19683131350661101
'CABLES1' 0.66789701871298901 0.19683115076249699
'CPEB3' 0.66825600385558503 0.19676558252840101
'MRPS28' 0.66861316938867599 0.19673542463600599
'CLRN1' 0.66896887700667396 0.196573643390102
'SNW1' 0.66932314996422204 0.19640739912487501
'ELOVL6' 0.66967564174905403 0.19637748001465899
'SELE' 0.67002661918588502 0.196250977381842
'TGIF2' 0.67037585918314702 0.19621446186274399
'SLC6A2' 0.67072343469023499 0.19615514609503401
'AP1M2' 0.67106958456281596 0.196008864365879
'RFT1' 0.67141401362882103 0.195980795959184
'PLEKHH2' 0.671756711816068 0.19596178790670299
'QRICH1' 0.672097708076698 0.19593673905946801
'DPY19L3' 0.67243708604464802 0.19588426239099499
'SSSCA1' 0.67277476301675998 0.19586889483164799
'PBRM1' 0.67311099462366097 0.19575867868489
'BECN1' 0.67344569409465205 0.19568681274774299
'DAK' 0.673778995506217 0.195566851160479
'ZHX3' 0.67411069754409203 0.19553040157080301
'PGR' 0.674441129568077 0.195368652982082
'RANBP9' 0.67476994669220602 0.195347289276879
'PSMC1' 0.67509713375319502 0.19533679009503399
'SAMM50' 0.675422756758146 0.19530491027636701
'CA7' 0.67574685409101498 0.195262407426882
'DNAJB4' 0.67607005984111201 0.19497084587049601
'PITX3' 0.67639179115811698 0.194915682039563
'ARMC4' 0.67671196398641797 0.194898731865111
'TIMP2' 0.67703062500029598 0.194867647420646
'SHPK' 0.67734790229988295 0.19478934596644701
'UBQLN1' 0.67766407185585797 0.19460342753030599
'MCTP2' 0.67797875329396795 0.194575264271417
'CTNNA3' 0.67829194316457098 0.194552969370691
'SLX4IP' 0.67860360234418304 0.19455111155382701
'PSMD4' 0.67891380609931495 0.194523061806855
'CDYL2' 0.67922263021097795 0.194468308118844
'TGOLN2' 0.67953007656477005 0.19441691838021599
'C16orf11' 0.67983615062969005 0.19436740868841201
'NARF' 0.68014076363045195 0.194358680055467
'E2F4' 0.68044402832517903 0.19430765275277301
'PIH1D2' 0.68074596441771396 0.19425249327268701
'CD34' 0.68104647678942998 0.19424088894853
'ABHD13' 0.68134564839587697 0.19419896332227801
'CLPTM1' 0.68164345781507496 0.19417001437917
'SBDS' 0.68193990466671395 0.19414531134805399
'ACOT13' 0.68223498912575697 0.19412462253525201
'SLC16A4' 0.68252880332083199 0.19406923474773699
'CYP2A13' 0.68282123022081997 0.19406704488436799
'GCKR' 0.68311228803602997 0.19406131394541801
'KRT80' 0.683402159291014 0.19398229985061999
'PCSK2' 0.68369071770244805 0.19396051584951499
'TRIML1' 0.68397800795444397 0.193923634947336
'FAM178A' 0.68426408865366695 0.193865533477137
'DNAJB12' 0.68454897580470597 0.19380421070169801
'SH3BP2' 0.68483254121680304 0.19380146240552801
'DDX31' 0.68511513890252795 0.19365045392178901
'NPEPL1' 0.68539650939948904 0.193614176907002
'EIF2A' 0.68567681332376396 0.193512195313921
'SHQ1' 0.68595586235560002 0.193494955890991
'MPI' 0.68623363229176204 0.19349198535023299
'PGGT1B' 0.68651012595175298 0.19349162561230601
'AEBP1' 0.68678543458873897 0.19345530832243399
'CAMK4' 0.687059517497426 0.193440334314744
'GTPBP5' 0.68733255326018705 0.19335081841351101
'CYP3A7' 0.68760442102820896 0.193317496578023
'GTF2IRD1' 0.68787508140023701 0.193305015279398
'TEAD4' 0.68814466192479995 0.19323990726738699
'ZNF382' 0.68841312418311296 0.19319501990101001
'FAM65B' 0.68868041365189703 0.19317764114545
'TFAP2A' 0.68894698232253104 0.19296309658678101
'KRT12' 0.68921243755531003 0.19292543909083901
'CES2' 0.68947680453561 0.19287988923065699
'FAM49A' 0.68974018570646201 0.19279181209377599
'SCARB1' 0.69000239710298505 0.19278910865099
'SNX25' 0.69026347322410997 0.192774424512131
'C8orf58' 0.69052352705521902 0.19271230277683599
'SCRN1' 0.69078246282417199 0.19269644114710999
'SLC24A4' 0.69104030558031104 0.19267261140059699
'NEU3' 0.69129701199137705 0.19267169020701999
'ITGA10' 0.69155280080776205 0.192574865369633
'AHCYL1' 0.69180746950244298 0.19257294311274301
'LARP1' 0.69206102386554802 0.192571740921649
'PCYT1A' 0.69231361121536805 0.19250655726655799
'TLR3' 0.692565466733573 0.192336561446665
'VIT' 0.69281643761273304 0.19223889973191
'USP43' 0.69306653591687095 0.19213834248397499
'ARHGEF7' 0.69331604406140501 0.19191020945283499
'SLC16A1' 0.69356460257753505 0.191849921486754
'KRT36' 0.69381211970157897 0.191834968989991
'GTPBP10' 0.69405863134039902 0.19180647988576899
'GRIN1' 0.69430411644536905 0.19179079484874501
'GPS1' 0.69454884069681799 0.19165438237931001
'WRAP73' 0.69479260250854502 0.191614393226758
'PANK4' 0.69503538445922897 0.19158544457127599
'MPP4' 0.69527718295442098 0.191561121295899
'ITPR2' 0.69551799869560504 0.19153941868872901
'MGAT1' 0.695757816447092 0.19152784035405801
'MPPE1' 0.69599695396066596 0.19136927714608501
'IGHMBP2' 0.69623536084197901 0.19123659117838501
'BTBD10' 0.69647303573477903 0.191106739970653
'FAM63A' 0.69670982194408804 0.191053514843672
'KIAA0391' 0.696945713021633 0.191006025144554
'PRMT7' 0.69718082346235399 0.19090660675433099
'USP30' 0.69741509067054996 0.19083945101990599
'CNGB3' 0.69764839084338004 0.190834126544046
'SEC24D' 0.69788083110668397 0.19078028277079601
'MAP4K1' 0.69811233542233198 0.190765593066408
'AKAP10' 0.69834290070461202 0.19075519851890099
'ZNHIT6' 0.69857251320782099 0.19075426024509601
'C15orf39' 0.69880131127046197 0.19068922447405301
'DGKA' 0.69902938044748797 0.190585137871913
'CDK5RAP1' 0.69925661118307103 0.190536482059178
'FTCD' 0.69948342501727001 0.19028505156192899
'ADAMTS18' 0.69970933453711803 0.190272729297252
'DCHS2' 0.69993432493246699 0.19027036213693399
'CFB' 0.70015902241621497 0.189963908030926
'UPF2' 0.70038321339944098 0.189763204819965
'NETO2' 0.70060649749737403 0.18976101041766899
'MLLT10' 0.70082910084797101 0.18965005065804399
'ACHE' 0.70105090608946496 0.18959910985421999
'MIS18BP1' 0.70127214523772496 0.18943571552174901
'CUX2' 0.70149254441529596 0.18940986268722901
'HPX' 0.70171209511394095 0.18939075835810601
'KLHDC4' 0.70193085412580802 0.189345916976282
'PDE4C' 0.70214899832603905 0.18921518995849401
'ACOT11' 0.70236643471020699 0.18913280959029199
'FCHO2' 0.70258301520245003 0.18912673867584701
'GLS' 0.70279898954016495 0.18899786726479501
'TCP11L2' 0.70301421952510001 0.188940328037665
'MTTP' 0.70322860096385797 0.18893753534077701
'MAP3K11' 0.70344233077435103 0.18883784473696399
'PLEKHA8' 0.70365525927963402 0.18881584555282199
'ARSA' 0.70386735899380604 0.18881018563514701
'LIFR' 0.70407863334367704 0.18880527127146801
'AP5Z1' 0.70428944795159398 0.188616731226773
'XPO5' 0.70449964912045404 0.18850795592953401
'HCN1' 0.70470926747392304 0.18838537225711099
'ABCA1' 0.70491829950588902 0.18826633215958799
'ADAMTS4' 0.70512656170617305 0.188243191748414
'AGO3' 0.70533418572943296 0.18815469033778701
'PLXNC1' 0.70554105432755798 0.188128486236328
'CD163' 0.70574717839665502 0.188098926018577
'AGL' 0.70595257144339396 0.188064616439306
'TBC1D2B' 0.70615734363438099 0.18797543362510599
'PHC1' 0.70636133241518695 0.18797247912755799
'TTC39A' 0.70656460215619399 0.18793840226090699
'GSN' 0.706767439662779 0.187757056913336
'NFAT5' 0.70696950985973595 0.18775191752534701
'NADSYN1' 0.70717094830884697 0.18767818125521901
'ACSL5' 0.707371648614325 0.18766209162063599
'NADK' 0.70757194994567496 0.18747015242701001
'STAG1' 0.70777168723292405 0.187366236961368
'RBM15' 0.70797070476901502 0.18734607124706601
'MPDZ' 0.70816913215074395 0.18725963767843001
'ST18' 0.70836704580600796 0.18713454421414899
'RREB1' 0.70856424076429902 0.18711962629970399
'PFKFB4' 0.70876076133529498 0.18708333603692201
'BCAT2' 0.70895670063940297 0.186999528879254
'CAMTA2' 0.70915223246463099 0.18682483651391699
'CDH12' 0.70934705451612501 0.18681279203793799
'WDR7' 0.70954127710977699 0.18674385788013101
'MET' 0.70973498126393497 0.18663329626132499
'MYH7' 0.70992799143639995 0.186618556122539
'ESRP1' 0.71012086792199403 0.18630445931378201
'HMGCR' 0.71031313916465399 0.18624493228435801
'CACNB4' 0.71050506872368302 0.18604489895989301
'HDAC9' 0.71069632751605305 0.18602392460377501
'CPA1' 0.71088688855746496 0.186019588038567
'IGSF8' 0.71107678459797996 0.18599956144312599
'DLGAP1' 0.71126599003299196 0.18599545875550899
'HSPH1' 0.71145493913107305 0.18575675151271101
