'geneName' PP qvalue
'SCN1A' 0.99999999999979405 0.000000
'STXBP1' 0.999999945604646 0.000000
'GABRB3' 0.97781805543928002 7.3939996520932302E-3
'GNAO1' 0.97775062177801997 1.1107844294564901E-2
'GABBR2' 0.97462467270122499 1.3961340895406901E-2
'KCNQ2' 0.97404925403401998 1.5959575073835799E-2
'SCN2A' 0.93394705730559302 2.3115770448203201E-2
'CACNA1A' 0.926113148015134 2.9462155640286002E-2
'SCN8A' 0.92274316110019805 3.47726760024544E-2
'C1orf56' 0.50090225664099597 8.1205182738109297E-2
'PRG3' 0.49256161265673898 0.11995365588403201
'FETUB' 0.48083245308010503 0.153221480137021
'AP3S2' 0.47957136970523701 0.18146818399530901
'N6AMT1' 0.47718442686551499 0.20585014036239299
'TAAR2' 0.47662971034866802 0.22701815031498901
'TRIM8' 0.47569769378259502 0.24559841005888999
'FBXO41' 0.47510418630949097 0.26202766909604402
'B3GNT4' 0.47336886624943197 0.27672786157685098
'VPS37A' 0.47276513947326598 0.28991244046894998
'MRS2' 0.46943574982281 0.30194503095436198
'TTF1' 0.46570635924184201 0.31300925046882799
'RBM12' 0.46551529994684299 0.32307631635902501
'RAB5C' 0.46411231566732303 0.33232898453179199
'STX1B' 0.46314146863671601 0.34085104898310498
'RBM45' 0.46285321257568601 0.34870287852075299
'ZNF248' 0.461949122385651 0.35598549387050699
'ETNK2' 0.45947610282310097 0.36282024954852099
'PSD3' 0.45761744884939298 0.36923318889145301
'G3BP1' 0.45639061868889003 0.375246161043855
'MMP27' 0.45522111530678 0.38089725183216699
'FAM63B' 0.45136879687821402 0.38630802445441298
'EMILIN3' 0.44938290823160898 0.39144268280797501
'RASIP1' 0.44900457441137198 0.39627761440738801
'PHF21A' 0.44577948334554202 0.400922993885243
'BCLAF1' 0.44447964414129798 0.40534006137019901
'SLAMF1' 0.44179421752621301 0.40958633140085499
'RGS14' 0.44123581566930398 0.413618165263823
'PIGS' 0.43603680870448203 0.41757461331728901
'TIFA' 0.434247250806232 0.42137405269873701
'SELRC1' 0.43237485888771598 0.42503032990907602
'UBQLN4' 0.43049322871339801 0.42855414555242999
'AKR1C4' 0.421378331732012 0.43212718180756199
'CELSR1' 0.41834686730042597 0.43560452950272499
'CHD2' 0.41778337357949202 0.43893662261449301
'C1QTNF6' 0.413351414573781 0.442219110676976
'HNRNPU' 0.412367808750016 0.44538026460247598
'NEDD9' 0.40641501484617698 0.44853355652910099
'SDCBP2' 0.40290579199800303 0.45162857010145302
'YWHAG' 0.40289345550025002 0.45459750835447899
'ANKRD50' 0.40240723840998899 0.45745741341919
'C5orf22' 0.40123176077719203 0.46022821392514301
'SCYL1' 0.398015174646067 0.46295430260646597
'FBXL4' 0.395209498348503 0.46563045730542901
'DNAJC6' 0.39485995832895399 0.46821396812701399
'C17orf53' 0.39458451116955801 0.47070854123071298
'DISP1' 0.39259048597003798 0.47314963003069999
'GABRA1' 0.39181495743567901 0.47551867235585099
'RTN1' 0.39173650781659902 0.47780737614598101
'RANGAP1' 0.38729843044776502 0.48009371840710402
'DHDDS' 0.38422933603984499 0.48235500083298799
'GABRB1' 0.38219594167335602 0.484575477185343
'SORBS3' 0.38162837127224802 0.48673347962957603
'PIK3AP1' 0.38086318277845899 0.48883511990881301
'RIOK3' 0.37236177487190503 0.49100391842786401
'EXPH5' 0.36633283763162 0.49319873756541099
'SLC1A2' 0.36529448069665099 0.49534277971295498
'PPP3CA' 0.36365015808377799 0.497447362730914
'RARS' 0.35994593578204298 0.49954452010572398
'DENND6B' 0.35967646635165201 0.50158479566431302
'HIPK3' 0.35836001296840903 0.50358558411241705
'COL6A5' 0.35794265936733399 0.50553589054227899
'RALGAPB' 0.35434495610351102 0.50748198989442095
'KCNQ3' 0.35293176596190201 0.50939413022515601
'CSNK1E' 0.34339088362385201 0.5113835219299
'FARSA' 0.342721996869565 0.51332878167924001
'CRTAC1' 0.340634331311157 0.51525031966620805
'GRIN1' 0.32806413338055002 0.51728519689936703
'SMURF1' 0.32650150344205803 0.519287931510375
'UHRF1BP1L' 0.32624369165888001 0.52124322741962503
'NLGN2' 0.32486650810274298 0.52316685572559496
'CNTN5' 0.31669766722937898 0.52514383692368205
'BMS1' 0.312043748908162 0.52712935416963502
'PPP6R2' 0.310923536811405 0.52908052415781504
'SPG7' 0.30853519637793098 0.53101367034191305
'DHTKD1' 0.30710977250544202 0.53291810042606202
'A2M' 0.30299200171843299 0.53482612249414996
'RAD54L2' 0.30098405415726598 0.53671336184298402
'MCM3' 0.29571303971158203 0.53861760727986396
'PHIP' 0.28688293920991698 0.540578275296833
'WNK1' 0.28657072079074097 0.54249884200697096
'WDR19' 0.28568418564274101 0.54438694060422699
'CUX2' 0.285449350951334 0.54623654613079697
'ZNFX1' 0.28173831413315997 0.54808627881613003
'HECW2' 0.26045436314523202 0.550123080497392
'ARFGEF1' 0.254261344580482 0.55218219181236206
'IFT172' 0.24082776861935801 0.55433833805786503
'MYO5A' 0.22622693625795701 0.55660055172471201
'MLL' 0.203650484756846 0.55904696971979795
'NBEA' 0.17143231086882399 0.56176940122900398
'SYNE2' 0.104655195675535 0.56510515525995897
'RYR2' 0.10116839904262601 0.56840937749458698
'DNAH7' 6.2763595380144005E-2 0.57202532874091305
'HYMAI' 1.14354019565743E-2 0.57606939931666501
'RNU5F-1' 1.14354019565743E-2 0.580035699304423
'SNORD115-15' 1.14354019565743E-2 0.58392645072098504
'MTRNR2L5' 1.1428250383488501E-2 0.58774385920113104
