"Gene","mut.rate","dn.LoF","case.LoF","ctrl.LoF","trans.LoF","ntrans.LoF","dn.mis3","case.mis3","ctrl.mis3","trans.mis3","ntrans.mis3","BF.dn","pval.TADA.dn","qvalue.dn"
"INPP5E",2.757e-05,0,0,0,1,0,0,5,13,3,2,0.730341990607353,0.74128903122498,0.933270061297942
"MID2",2.757e-05,0,0,0,0,0,0,1,2,0,0,0.730341990607353,0.74128903122498,0.933271638997475
"ZNF148",2.757e-05,0,0,0,0,0,0,0,1,0,2,0.730341990607353,0.74128903122498,0.933273216472664
"ALG12",2.758e-05,0,0,3,1,1,0,2,12,4,0,0.730259884474472,0.741443821724046,0.933274794063694
"C14orf159",2.758e-05,0,1,3,1,0,0,7,18,11,12,0.730259884474472,0.741443821724046,0.933276371430428
"TTC30A",2.758e-05,0,0,1,0,0,0,1,5,3,4,0.730259884474472,0.741443821724046,0.933277948572912
"ACVRL1",2.759e-05,0,0,1,0,0,0,3,3,1,2,0.730177788376087,0.741646650653856,0.933279525831223
"CDC27",2.759e-05,0,0,0,0,0,0,0,7,0,1,0.730177788376087,0.741646650653856,0.933281102865332
"SPATC1",2.759e-05,0,1,3,4,2,0,6,24,9,4,0.730177788376087,0.741646650653856,0.933282679675286
"TFE3",2.759e-05,0,0,0,0,0,0,0,5,0,0,0.730177788376087,0.741646650653856,0.933284256261135
"DDX49",2.76e-05,0,0,4,0,0,0,3,9,4,1,0.730095702310864,0.741851080864692,0.933285832962818
"PAX1",2.76e-05,0,1,0,1,0,0,3,11,2,3,0.730095702310864,0.741851080864692,0.933287409440442
"SEMA3D",2.76e-05,0,0,2,0,0,0,1,7,8,6,0.730095702310864,0.741851080864692,0.933288985694055
"SMURF2",2.76e-05,0,0,1,0,0,0,2,5,1,0,0.730095702310864,0.741851080864692,0.933290561723704
"ANGPTL2",2.761e-05,0,0,0,0,0,0,2,10,3,0,0.730013626277475,0.742051774753136,0.933292137869195
"CHRM3",2.761e-05,0,0,0,0,1,0,0,1,1,4,0.730013626277475,0.742051774753136,0.933293713790771
"IMMT",2.761e-05,0,2,2,0,0,0,3,8,4,2,0.730013626277475,0.742051774753136,0.933295289488477
"NUP62",2.761e-05,0,0,0,0,0,0,2,4,3,2,0.730013626277475,0.742051774753136,0.933296864962364
"HTRA2",2.763e-05,0,1,2,1,0,0,2,11,0,1,0.729849504300905,0.742154790499066,0.933298440891684
"TM9SF1",2.763e-05,0,1,4,0,0,0,2,14,1,3,0.729849504300905,0.742154790499066,0.933300016597182
"C10orf140",2.764e-05,0,0,0,0,0,0,3,12,3,0,0.729767458355068,0.742305844675741,0.933301592418405
"PXN",2.764e-05,0,1,3,6,2,0,5,13,1,4,0.729767458355068,0.742305844675741,0.933303168015853
"TMC1",2.764e-05,0,1,7,1,1,0,8,17,8,3,0.729767458355068,0.742305844675741,0.933304743389574
"DCLK3",2.765e-05,0,1,0,0,0,0,2,9,4,6,0.729685422435757,0.742513477448626,0.933306318879004
"FKBP9",2.765e-05,0,1,0,0,1,0,3,21,3,0,0.729685422435757,0.742513477448626,0.933307894144753
"SLC39A6",2.765e-05,0,1,1,0,0,0,3,6,1,2,0.729685422435757,0.742513477448626,0.933309469186871
"ZNF792",2.765e-05,0,1,0,0,0,0,3,17,3,2,0.729685422435757,0.742513477448626,0.933311044005403
"ARHGAP22",2.766e-05,0,1,3,0,0,0,5,22,8,5,0.729603396541648,0.74287056311716,0.933312618939653
"ENOX1",2.766e-05,0,0,1,1,0,0,5,9,4,3,0.729603396541648,0.74287056311716,0.933314193650364
"KTI12",2.766e-05,0,0,0,0,1,0,0,6,1,0,0.729603396541648,0.74287056311716,0.933315768137586
"PDE1C",2.766e-05,0,0,2,3,1,0,2,11,4,1,0.729603396541648,0.74287056311716,0.933317342401365
"THRA",2.766e-05,0,1,0,0,0,0,1,3,1,0,0.729603396541648,0.74287056311716,0.933318916441749
"ARC",2.767e-05,0,0,0,0,0,0,2,2,0,0,0.729521380671417,0.743024819855885,0.933320490597881
"HRC",2.767e-05,0,0,3,0,1,0,3,12,1,0,0.729521380671417,0.743024819855885,0.933322064530665
"NPR3",2.767e-05,0,1,2,0,0,0,3,3,3,1,0.729521380671417,0.743024819855885,0.933323638240148
"PLK2",2.768e-05,0,0,0,0,0,0,2,0,0,2,0.729439374823732,0.743231385108087,0.933325212065364
"PVRL4",2.768e-05,0,1,0,0,1,0,6,19,5,6,0.729439374823732,0.743231385108087,0.933326785667326
"TM9SF2",2.768e-05,0,0,0,0,0,0,0,1,1,1,0.729439374823732,0.743231385108087,0.933328359046082
"GPR39",2.769e-05,0,0,3,2,1,0,3,12,1,2,0.729357378997271,0.743283693621564,0.933329932540554
"C9orf102",2.77e-05,0,1,5,1,1,0,3,10,11,6,0.729275393190712,0.74369095276221,0.93333150615068
"EFHC1",2.77e-05,0,0,1,0,0,0,8,32,7,6,0.729275393190712,0.74369095276221,0.933333079537647
"FAM84B",2.77e-05,0,2,0,0,0,0,1,2,1,2,0.729275393190712,0.74369095276221,0.933334652701501
"GPR6",2.77e-05,0,0,0,0,0,0,0,2,1,0,0.729275393190712,0.74369095276221,0.93333622564229
"SLC16A3",2.77e-05,0,1,3,0,2,0,1,12,4,10,0.729275393190712,0.74369095276221,0.933337798360063
"SOX11",2.77e-05,0,0,0,0,0,0,1,6,0,0,0.729275393190712,0.74369095276221,0.933339370854865
"YME1L1",2.77e-05,0,0,1,0,0,0,2,5,2,2,0.729275393190712,0.74369095276221,0.933340943126745
"C6orf222",2.773e-05,0,0,6,4,1,0,5,19,3,1,0.729029495877158,0.743844675740592,0.933342516191456
"C9orf86",2.773e-05,0,0,3,0,0,0,6,26,4,5,0.729029495877158,0.743844675740592,0.933344089033195
"ALOX12",2.774e-05,0,1,3,1,2,0,2,13,2,1,0.728947550136933,0.744097678142514,0.933345661990454
"ARHGAP24",2.774e-05,0,2,1,0,0,0,4,18,5,8,0.728947550136933,0.744097678142514,0.933347234724789
"GPATCH3",2.774e-05,0,1,7,1,1,0,6,20,9,8,0.728947550136933,0.744097678142514,0.933348807236247
"PNN",2.774e-05,0,0,0,0,1,0,2,10,1,1,0.728947550136933,0.744097678142514,0.933350379524874
"DNM1L",2.775e-05,0,0,1,1,0,0,2,11,3,2,0.728865614409983,0.744247664798505,0.93335195192903
"NACC1",2.775e-05,0,0,0,0,0,0,1,0,0,0,0.728865614409983,0.744247664798505,0.933353524110402
"WDR16",2.775e-05,0,1,1,1,0,0,3,18,3,0,0.728865614409983,0.744247664798505,0.933355096069038
"CORO6",2.776e-05,0,0,1,0,0,0,2,10,3,2,0.728783688694974,0.744609020549773,0.933356668143187
"EVI5",2.776e-05,0,1,9,0,0,0,3,6,3,3,0.728783688694974,0.744609020549773,0.933358239994646
"GLB1",2.776e-05,0,2,1,0,0,0,4,10,2,6,0.728783688694974,0.744609020549773,0.933359811623464
"KIF22",2.776e-05,0,0,1,0,1,0,7,6,1,2,0.728783688694974,0.744609020549773,0.933361383029687
"MAGEL2",2.776e-05,0,0,0,0,0,0,0,1,0,0,0.728783688694974,0.744609020549773,0.933362954213363
"XPNPEP1",2.776e-05,0,1,1,0,0,0,1,6,2,1,0.728783688694974,0.744609020549773,0.933364525174539
"ZNF358",2.776e-05,0,0,0,0,0,0,0,0,0,3,0.728783688694974,0.744609020549773,0.933366095913262
"FZR1",2.777e-05,0,0,0,0,0,0,2,2,0,1,0.728701772990592,0.744710435014678,0.933367666767575
"SLC22A7",2.777e-05,0,2,2,0,0,0,8,11,7,6,0.728701772990592,0.744710435014678,0.933369237399482
"C1orf112",2.779e-05,0,1,4,2,1,0,3,8,4,1,0.728537971608397,0.744810248198559,0.933370808484811
"CCNT2",2.78e-05,0,0,1,0,0,0,1,4,1,2,0.72845608592794,0.745116626634641,0.933372379685543
"CREBZF",2.78e-05,0,0,0,0,0,0,0,5,1,1,0.72845608592794,0.745116626634641,0.933373950663867
"FAM35A",2.78e-05,0,0,0,0,2,0,2,2,2,0,0.72845608592794,0.745116626634641,0.93337552141983
"IMP5",2.78e-05,0,0,0,0,0,0,0,0,0,0,0.72845608592794,0.745116626634641,0.93337709195348
"SLC25A25",2.78e-05,0,0,1,1,1,0,6,9,3,2,0.72845608592794,0.745116626634641,0.933378662264864
"ZNF438",2.78e-05,0,1,2,1,1,0,0,2,4,4,0.72845608592794,0.745116626634641,0.933380232354028
"TKTL2",2.781e-05,0,1,1,1,0,0,6,18,5,6,0.728374210252805,0.745168935148119,0.933381802558649
"CNST",2.782e-05,0,1,4,0,0,0,7,8,0,4,0.728292344581675,0.745271950894049,0.933383372878665
"TUBB4B",2.782e-05,0,0,0,0,0,0,0,0,0,0,0.728292344581675,0.745271950894049,0.933384942976507
"AMPH",2.783e-05,0,1,1,0,0,0,2,27,3,3,0.728210488913226,0.745423538831065,0.933386513189704
"DNAJC14",2.783e-05,0,0,0,0,0,0,3,6,3,2,0.728210488913226,0.745423538831065,0.933388083180775
"PDCD6IP",2.783e-05,0,1,1,0,0,0,2,4,0,0,0.728210488913226,0.745423538831065,0.933389652949766
"ADRB1",2.784e-05,0,0,0,0,0,0,0,7,0,0,0.72812864324613,0.745578329330131,0.933391222834097
"KRT73",2.784e-05,0,2,3,0,1,0,2,21,2,5,0.72812864324613,0.745578329330131,0.933392792496395
"RASA2",2.784e-05,0,2,5,2,0,0,2,1,2,2,0.72812864324613,0.745578329330131,0.933394361936706
"LONRF2",2.785e-05,0,1,0,0,0,0,0,7,0,1,0.728046807579069,0.745681878836402,0.933395931492342
"FCRL3",2.786e-05,0,0,3,2,0,0,0,12,11,7,0.727964981910723,0.745835601814785,0.933397501163238
"LPPR4",2.786e-05,0,0,0,0,0,0,0,2,0,0,0.727964981910723,0.745835601814785,0.933399070612195
"C10orf2",2.787e-05,0,0,0,0,0,0,2,5,3,1,0.727883166239762,0.745885775286896,0.933400640176373
"C1orf38",2.788e-05,0,1,4,0,0,0,4,16,7,8,0.727801360564869,0.746037363223912,0.933402209855712
"SYT16",2.788e-05,0,0,0,0,0,0,2,7,0,3,0.727801360564869,0.746037363223912,0.933403779313156
"ZDHHC14",2.788e-05,0,0,1,0,0,0,5,10,0,1,0.727801360564869,0.746037363223912,0.933405348548753
"FBXO21",2.789e-05,0,0,2,1,0,0,2,5,4,2,0.727719564884718,0.746290365625834,0.933406917899495
"KAL1",2.789e-05,0,0,0,0,0,0,0,5,0,0,0.727719564884718,0.746290365625834,0.933408487028436
"MASP2",2.789e-05,0,3,3,2,1,0,5,15,7,5,0.727719564884718,0.746290365625834,0.933410055935623
"SH2D3A",2.789e-05,0,2,10,3,2,0,5,16,8,4,0.727719564884718,0.746290365625834,0.933411624621103
"TBX18",2.789e-05,0,0,0,0,0,0,4,8,4,6,0.727719564884718,0.746290365625834,0.933413193084924
"BTBD18",2.79e-05,0,0,0,0,0,0,0,0,0,0,0.727637779197988,0.746493728315986,0.93341476166392
"CBFA2T2",2.79e-05,0,0,1,0,0,0,1,7,2,2,0.727637779197988,0.746493728315986,0.933416330021302
"GUCY1A2",2.79e-05,0,0,0,0,0,0,1,8,3,1,0.727637779197988,0.746493728315986,0.933417898157118
"RSPH3",2.79e-05,0,0,1,0,0,0,5,8,2,2,0.727637779197988,0.746493728315986,0.933419466071414
"CYP26C1",2.791e-05,0,0,3,0,0,0,1,7,0,4,0.727556003503362,0.746597277822258,0.933421034100892
"SP110",2.791e-05,0,2,5,1,1,0,4,6,2,2,0.727556003503362,0.746597277822258,0.933422601908898
"GRWD1",2.792e-05,0,1,0,2,1,0,3,3,2,3,0.72747423779951,0.746701894849213,0.933424169832046
"TOP1",2.793e-05,0,0,0,0,0,0,0,2,0,0,0.727392482085116,0.746805444355484,0.933425737870276
"VPS35",2.793e-05,0,0,0,1,2,0,2,3,1,1,0.727392482085116,0.746805444355484,0.933427305687078
"ARSF",2.794e-05,0,0,3,0,0,0,0,2,0,0,0.72731073635886,0.746906325060048,0.933428873618921
"GLUD2",2.794e-05,0,1,2,0,0,0,0,0,0,0,0.72731073635886,0.746906325060048,0.933430441329384
"NCAPH",2.795e-05,0,1,2,0,0,0,1,11,3,4,0.727229000619417,0.746958099813184,0.93343200915485
"GGT5",2.797e-05,0,0,0,0,2,0,5,18,1,8,0.727065559095692,0.747164131305044,0.933433577431494
"HTR1A",2.797e-05,0,0,0,1,0,0,2,10,5,5,0.727065559095692,0.747164131305044,0.933435145486756
"ZNF624",2.797e-05,0,0,1,1,0,0,2,1,2,2,0.727065559095692,0.747164131305044,0.933436713320681
"ZP1",2.797e-05,0,0,1,2,1,0,4,11,3,9,0.727065559095692,0.747164131305044,0.933438280933317
"CPEB3",2.798e-05,0,0,0,0,0,0,1,2,1,1,0.726983853308768,0.747367493995196,0.933439848660816
"TSNAXIP1",2.798e-05,0,1,4,3,3,0,7,28,7,7,0.726983853308768,0.747367493995196,0.933441416167073
"C17orf74",2.799e-05,0,1,0,0,2,0,3,7,5,3,0.726902157503378,0.747825460368295,0.933442983788153
"FSTL5",2.799e-05,0,1,1,0,0,0,9,20,6,11,0.726902157503378,0.747825460368295,0.933444551188037
"GOLGA8A",2.799e-05,0,0,0,0,0,0,0,0,0,0,0.726902157503378,0.747825460368295,0.93344611836677
"SLC2A6",2.799e-05,0,0,0,1,1,0,1,8,4,3,0.726902157503378,0.747825460368295,0.933447685324401
"TARS",2.799e-05,0,2,3,2,0,0,4,8,6,3,0.726902157503378,0.747825460368295,0.933449252060976
"TMEM143",2.799e-05,0,0,2,2,4,0,4,13,4,7,0.726902157503378,0.747825460368295,0.93345081857654
"ZNF347",2.799e-05,0,0,3,2,1,0,4,28,6,1,0.726902157503378,0.747825460368295,0.933452384871142
"ZW10",2.799e-05,0,0,3,0,2,0,4,22,7,4,0.726902157503378,0.747825460368295,0.933453950944828
"DGKB",2.8e-05,0,0,2,1,0,0,1,14,2,2,0.726820471678198,0.748228983186549,0.933455517133438
"DUSP16",2.8e-05,0,0,1,0,0,0,3,4,0,3,0.726820471678198,0.748228983186549,0.933457083101178
"KLHL3",2.8e-05,0,0,0,0,0,0,0,4,1,4,0.726820471678198,0.748228983186549,0.933458648848094
"MLNR",2.8e-05,0,0,0,0,0,0,0,6,0,1,0.726820471678198,0.748228983186549,0.933460214374235
"NDUFV1",2.8e-05,0,0,4,1,3,0,7,15,5,10,0.726820471678198,0.748228983186549,0.933461779679645
"SIX5",2.8e-05,0,0,2,0,0,0,3,12,3,2,0.726820471678198,0.748228983186549,0.933463344764372
"SRP68",2.8e-05,0,0,0,0,0,0,7,13,6,2,0.726820471678198,0.748228983186549,0.933464909628463
"SWT1",2.8e-05,0,0,1,0,0,0,2,8,1,0,0.726820471678198,0.748228983186549,0.933466474271964
"ETAA1",2.801e-05,0,1,1,4,1,0,1,7,0,3,0.726738795831913,0.748480384307446,0.933468039030487
"GNL1",2.801e-05,0,0,0,0,0,0,3,15,4,1,0.726738795831913,0.748480384307446,0.933469603568467
"HSPA4",2.801e-05,0,0,0,0,1,0,2,1,1,1,0.726738795831913,0.748480384307446,0.93347116788595
"KRT19",2.801e-05,0,3,0,1,0,0,2,19,5,4,0.726738795831913,0.748480384307446,0.933472731982982
"WDR37",2.801e-05,0,1,2,0,0,0,2,3,3,2,0.726738795831913,0.748480384307446,0.93347429585961
"LGI3",2.802e-05,0,0,3,0,0,0,3,16,4,1,0.726657129963197,0.74858126501201,0.933475859851291
"SORT1",2.802e-05,0,0,1,0,0,0,3,12,6,3,0.726657129963197,0.74858126501201,0.933477423622613
"BPIFB4",2.805e-05,0,3,3,2,2,0,5,29,7,8,0.726412192209294,0.748789431545236,0.933478988179487
"FAM48B2",2.805e-05,0,0,0,0,0,0,0,0,0,0,0.726412192209294,0.748789431545236,0.933480552515955
"SYVN1",2.805e-05,0,0,0,0,1,0,2,5,2,3,0.726412192209294,0.748789431545236,0.933482116632062
"ZNF616",2.805e-05,0,0,3,1,3,0,4,18,2,7,0.726412192209294,0.748789431545236,0.933483680527856
"FSD2",2.806e-05,0,0,5,1,0,0,6,22,5,7,0.726330566237675,0.748888177208433,0.9334852445385
"HSPA1L",2.806e-05,0,1,2,2,1,0,5,24,8,5,0.726330566237675,0.748888177208433,0.933486808328877
"EXOC3L4",2.807e-05,0,1,2,0,1,0,2,6,2,1,0.726248950237036,0.749042967707499,0.933488372234066
"GALNT11",2.807e-05,0,0,3,0,0,0,3,13,2,2,0.726248950237036,0.749042967707499,0.933489935919034
"ZNF227",2.807e-05,0,2,13,0,2,0,6,14,6,5,0.726248950237036,0.749042967707499,0.933491499383825
"AMZ1",2.808e-05,0,2,11,1,1,0,7,29,7,8,0.72616734420605,0.74909314117961,0.933493062963413
"EHD3",2.809e-05,0,0,1,0,0,0,1,7,1,1,0.726085748143409,0.74914278089138,0.933494626657736
"CCDC79",2.81e-05,0,0,0,0,0,0,0,0,0,0,0.726004162047783,0.749443287963704,0.93349619046673
"EVX2",2.81e-05,0,0,0,0,0,0,3,9,3,2,0.726004162047783,0.749443287963704,0.933497754055594
"EZR",2.81e-05,0,0,1,0,0,0,1,13,5,2,0.726004162047783,0.749443287963704,0.933499317424374
"HDC",2.81e-05,0,1,1,0,0,0,4,8,2,5,0.726004162047783,0.749443287963704,0.933500880573115
"TFAP2B",2.81e-05,0,0,0,0,0,0,3,4,1,1,0.726004162047783,0.749443287963704,0.933502443501866
"ANAPC4",2.811e-05,0,0,5,0,0,0,2,3,3,4,0.725922585917864,0.74954470242861,0.933504006545318
"SLC24A6",2.811e-05,0,2,5,0,1,0,2,15,2,2,0.725922585917864,0.74954470242861,0.933505569368825
"GGA3",2.812e-05,0,0,2,0,0,0,7,32,5,5,0.725841019752331,0.749746463837737,0.933507132306996
"LEPR",2.812e-05,0,1,1,0,0,0,5,20,9,3,0.725841019752331,0.749746463837737,0.933508695025266
"SP1",2.812e-05,0,0,0,0,0,0,4,13,2,3,0.725841019752331,0.749746463837737,0.933510257523684
"ZNF135",2.812e-05,0,1,8,1,3,0,5,8,7,10,0.725841019752331,0.749746463837737,0.933511819802294
"AMFR",2.813e-05,0,0,3,2,2,0,5,31,7,12,0.725759463549864,0.749899653055778,0.933513382195574
"GDF5",2.813e-05,0,0,1,1,0,0,5,7,1,1,0.725759463549864,0.749899653055778,0.933514944369093
"MUM1",2.813e-05,0,0,1,0,0,0,3,4,5,3,0.725759463549864,0.749899653055778,0.933516506322897
"ASIC2",2.814e-05,0,0,0,0,0,0,0,3,0,0,0.725677917309145,0.750003736322391,0.933518068391356
"PTPDC1",2.814e-05,0,3,2,0,1,0,2,15,9,7,0.725677917309145,0.750003736322391,0.933519630240145
"LAS1L",2.815e-05,0,0,0,0,0,0,1,2,0,0,0.725596381028864,0.750105684547638,0.933521192203549
"PLAA",2.815e-05,0,0,0,0,0,0,1,6,4,1,0.725596381028864,0.750105684547638,0.93352275394733
"C19orf57",2.816e-05,0,2,1,1,0,0,5,20,8,4,0.725514854707696,0.750312783560181,0.933524315805687
"CACNB2",2.816e-05,0,0,1,2,1,0,5,17,8,5,0.725514854707696,0.750312783560181,0.933525877444466
"CYP4F22",2.816e-05,0,1,1,0,2,0,0,17,1,5,0.725514854707696,0.750312783560181,0.933527438863714
"IHH",2.816e-05,0,0,0,0,0,0,1,10,3,2,0.725514854707696,0.750312783560181,0.933529000063476
"CUL2",2.817e-05,0,0,0,0,0,0,0,8,1,0,0.725433338344329,0.750362423271951,0.933530561377821
"CHFR",2.818e-05,0,0,4,0,0,0,1,13,4,1,0.725351831937441,0.750616493194556,0.933532122806689
"NEURL",2.818e-05,0,0,0,0,0,0,5,19,3,1,0.725351831937441,0.750616493194556,0.933533684016115
"ZNF780B",2.818e-05,0,4,13,1,4,0,8,30,4,7,0.725351831937441,0.750616493194556,0.933535245006148
"PPP2R1A",2.819e-05,0,0,1,0,0,0,0,0,2,2,0.725270335485718,0.750668267947691,0.933536806110686
"ELF4",2.82e-05,0,0,0,0,0,0,0,2,0,0,0.725188848987849,0.750720042700827,0.933538367329668
"CDC5L",2.822e-05,0,0,0,0,0,0,0,8,1,3,0.725025905848387,0.750983720309581,0.933539928996727
"EIF4B",2.822e-05,0,1,2,0,0,0,1,11,1,1,0.725025905848387,0.750983720309581,0.933541490444389
"MFSD6L",2.822e-05,0,0,7,2,0,0,2,17,6,7,0.725025905848387,0.750983720309581,0.933543051672701
"PPP5C",2.822e-05,0,0,0,0,0,0,0,3,0,0,0.725025905848387,0.750983720309581,0.933544612681708
"VEPH1",2.822e-05,0,1,7,1,2,0,3,23,7,5,0.725025905848387,0.750983720309581,0.933546173471457
"C10orf71",2.823e-05,0,0,1,0,0,0,7,25,9,7,0.724944449204168,0.751235655190819,0.933547734375533
"KLHL38",2.823e-05,0,0,2,1,0,0,2,17,7,2,0.724944449204168,0.751235655190819,0.933549295060397
"NBPF11",2.823e-05,0,0,0,0,0,0,0,0,0,0,0.724944449204168,0.751235655190819,0.933550855526095
"PEPD",2.823e-05,0,1,1,0,0,0,11,25,7,8,0.724944449204168,0.751235655190819,0.933552415772672
"RINT1",2.823e-05,0,0,5,1,0,0,3,11,2,1,0.724944449204168,0.751235655190819,0.933553975800175
"KHSRP",2.824e-05,0,0,0,0,0,0,0,1,0,0,0.724863002508532,0.751437416599947,0.933555535942035
"KRT2",2.824e-05,0,0,3,0,0,0,6,18,1,6,0.724863002508532,0.751437416599947,0.933557095864866
"NBPF24",2.824e-05,0,0,0,0,0,0,0,0,0,0,0.724863002508532,0.751437416599947,0.933558655568714
"ZP2",2.824e-05,0,0,3,0,4,0,2,4,1,1,0.724863002508532,0.751437416599947,0.933560215053627
"CIRH1A",2.825e-05,0,0,2,0,0,0,7,16,6,0,0.724781565760171,0.751792367227115,0.933561774652903
"CPNE9",2.825e-05,0,1,0,1,0,0,2,9,4,1,0.724781565760171,0.751792367227115,0.933563334033288
"ESF1",2.825e-05,0,0,0,0,0,0,3,9,2,4,0.724781565760171,0.751792367227115,0.933564893194827
"GALNT10",2.825e-05,0,0,1,0,0,0,4,20,3,7,0.724781565760171,0.751792367227115,0.933566452137568
"ICAM1",2.825e-05,0,2,1,0,1,0,6,24,6,9,0.724781565760171,0.751792367227115,0.933568010861556
"PHF14",2.825e-05,0,1,0,1,0,0,1,6,3,4,0.724781565760171,0.751792367227115,0.933569569366837
"PIK3R1",2.825e-05,0,0,0,0,1,0,3,5,1,0,0.724781565760171,0.751792367227115,0.933571127653458
"CSNK1G2",2.826e-05,0,0,3,0,0,0,0,3,3,2,0.72470013895776,0.751941286362423,0.933572686054516
"EFHB",2.826e-05,0,1,4,2,2,0,3,20,4,2,0.72470013895776,0.751941286362423,0.93357424423696
"TUB",2.826e-05,0,2,2,0,1,0,4,15,1,6,0.72470013895776,0.751941286362423,0.933575802200833
"EPM2AIP1",2.828e-05,0,1,0,0,0,0,0,6,2,1,0.724537315185547,0.752093408059781,0.933577360612038
"FAM124A",2.828e-05,0,0,2,0,0,0,5,14,3,4,0.724537315185547,0.752093408059781,0.933578918804671
"SLC26A5",2.828e-05,0,1,4,0,1,0,4,11,3,1,0.724537315185547,0.752093408059781,0.93358047677878
"HELLS",2.829e-05,0,0,0,0,0,0,3,6,3,2,0.724455918213112,0.752345876701361,0.93358203486721
"RRM1",2.829e-05,0,0,1,0,0,0,2,3,0,0,0.724455918213112,0.752345876701361,0.933583592737161
"SLC26A4",2.829e-05,0,0,5,0,2,0,7,43,8,5,0.724455918213112,0.752345876701361,0.933585150388678
"SSTR1",2.829e-05,0,0,1,0,0,0,1,3,1,1,0.724455918213112,0.752345876701361,0.933586707821807
"YTHDC1",2.829e-05,0,0,0,0,0,0,1,12,3,2,0.724455918213112,0.752345876701361,0.933588265036594
"DTNA",2.83e-05,0,0,2,0,0,0,8,25,6,5,0.724374531181372,0.752600480384307,0.933589822365733
"FOXA2",2.83e-05,0,0,0,0,0,0,0,6,1,0,0.724374531181372,0.752600480384307,0.933591379476574
"IGF2BP2",2.83e-05,0,0,0,0,0,0,1,5,0,3,0.724374531181372,0.752600480384307,0.933592936369165
"SOX10",2.83e-05,0,1,0,1,0,0,0,1,1,1,0.724374531181372,0.752600480384307,0.933594493043551
"TSPYL2",2.83e-05,0,0,1,0,0,0,1,1,0,0,0.724374531181372,0.752600480384307,0.933596049499777
"DHCR7",2.831e-05,0,1,15,3,1,0,8,27,10,8,0.724293154089018,0.752651721377102,0.933597606070384
"GATA2",2.832e-05,0,0,0,0,0,0,1,4,0,0,0.724211786934728,0.752753135842007,0.93359916275531
"VPS33A",2.832e-05,0,0,1,0,0,0,3,9,2,4,0.724211786934728,0.752753135842007,0.933600719222121
"FBXW9",2.833e-05,0,2,5,0,0,0,1,9,8,3,0.724130429717196,0.752954897251134,0.933602275803211
"LMF1",2.833e-05,0,1,5,0,0,0,6,22,7,4,0.724130429717196,0.752954897251134,0.933603832166233
"OAS2",2.833e-05,0,2,5,3,2,0,4,22,4,9,0.724130429717196,0.752954897251134,0.93360538831123
"PIGT",2.833e-05,0,1,6,1,2,0,7,25,0,10,0.724130429717196,0.752954897251134,0.933606944238249
"CHAMP1",2.834e-05,0,0,0,0,0,0,0,6,0,0,0.724049082435099,0.753207365892714,0.933608500279555
"CHRNA2",2.834e-05,0,1,4,0,0,0,1,9,6,4,0.724049082435099,0.753207365892714,0.933610056102928
"ESR1",2.834e-05,0,1,1,1,0,0,2,8,2,0,0.724049082435099,0.753207365892714,0.933611611708413
"HSP90AB1",2.834e-05,0,1,8,0,4,0,1,11,3,5,0.724049082435099,0.753207365892714,0.933613167096057
"RASEF",2.834e-05,0,1,1,2,0,0,5,22,4,9,0.724049082435099,0.753207365892714,0.933614722265906
"ELP2",2.835e-05,0,0,2,2,3,0,4,10,6,5,0.723967745087128,0.753408059781158,0.93361627755007
"IKZF4",2.835e-05,0,1,0,0,0,0,2,7,1,1,0.723967745087128,0.753408059781158,0.933617832616483
"RUNX1T1",2.835e-05,0,0,0,0,0,0,1,4,3,3,0.723967745087128,0.753408059781158,0.93361938746519
"TBL1X",2.835e-05,0,0,1,0,0,0,0,0,0,0,0.723967745087128,0.753408059781158,0.933620942096239
"FAM189B",2.836e-05,0,4,5,3,2,0,12,22,6,7,0.723886417671975,0.753559647718175,0.933622496841609
"RPGR",2.836e-05,0,0,0,0,0,0,0,1,0,0,0.723886417671975,0.753559647718175,0.933624051369365
"SHC1",2.836e-05,0,0,0,0,0,0,2,4,2,4,0.723886417671975,0.753559647718175,0.933625605679552
"STT3A",2.837e-05,0,0,3,1,1,0,4,10,1,2,0.723805100188318,0.75361142247131,0.933627160104044
"GLE1",2.838e-05,0,0,3,0,0,0,5,19,2,3,0.723723792634851,0.753816920202829,0.93362871464278
"MAPK8IP2",2.838e-05,0,0,0,0,0,0,2,13,3,2,0.723723792634851,0.753816920202829,0.933630268963991
"PRKAG2",2.838e-05,0,0,2,1,0,0,3,7,2,3,0.723723792634851,0.753816920202829,0.933631823067723
"EPB41L4A",2.839e-05,0,2,6,1,2,0,8,24,10,15,0.723642495010255,0.753917800907393,0.933633377285683
"PPP1R15A",2.839e-05,0,1,8,2,1,0,2,10,7,5,0.723642495010255,0.753917800907393,0.933634931286209
"ADAM29",2.84e-05,0,3,4,0,3,0,4,5,7,4,0.723561207313221,0.754327195089405,0.933636485400923
"DDX17",2.84e-05,0,0,0,1,0,0,0,1,0,2,0.723561207313221,0.754327195089405,0.933638039298249
"LTB4R2",2.84e-05,0,0,3,1,2,0,1,18,3,3,0.723561207313221,0.754327195089405,0.93363959297823
"OSGIN1",2.84e-05,0,1,2,0,2,0,4,19,6,3,0.723561207313221,0.754327195089405,0.933641146440914
"SERPINH1",2.84e-05,0,0,1,0,1,0,3,10,1,2,0.723561207313221,0.754327195089405,0.933642699686346
