"Gene","mut.rate","dn.LoF","case.LoF","ctrl.LoF","trans.LoF","ntrans.LoF","dn.mis3","case.mis3","ctrl.mis3","trans.mis3","ntrans.mis3","BF","pval.TADA","qvalue"
"SCN2A",7.4e-05,4,2,0,0,0,5,4,26,5,5,1596280319.26496,2.66880170803309e-07,9.81448322612266e-09
"SYNGAP1",6.55e-05,6,0,0,0,0,1,3,6,4,2,127675314.526348,2.66880170803309e-07,6.62607805290705e-08
"CHD8",9.25e-05,3,4,0,0,0,2,7,29,4,2,484952.791560581,2.66880170803309e-07,1.08123426564669e-05
"ARID1B",9.02e-05,4,0,0,0,0,1,5,35,5,8,162474.62841695,2.66880170803309e-07,3.22132606477843e-05
"ANK2",0.00014923,3,3,4,2,0,2,24,89,21,17,83588.2434168796,2.66880170803309e-07,6.3248919403458e-05
"SUV420H1",3.48e-05,3,0,0,0,0,2,1,5,0,1,80659.6739320877,2.66880170803309e-07,8.50730986236929e-05
"DYRK1A",3.119e-05,4,0,0,0,0,0,2,8,0,6,79189.1137895404,2.66880170803309e-07,0.000101176871502065
"GRIN2B",7.3e-05,3,3,1,0,0,0,3,10,0,5,11552.4314988787,5.33760341606619e-07,0.000257817168783439
"ADNP",3.92e-05,3,1,0,0,0,0,3,2,0,0,8895.58679688845,5.33760341606619e-07,0.000424512667072441
"TBR1",3.55e-05,2,0,0,0,1,2,2,5,1,3,4778.04891758197,5.33760341606619e-07,0.000708878175188987
"POGZ",5.66e-05,2,4,0,0,0,0,5,24,6,7,1636.17024546317,1.60128102481986e-06,0.00150665204214559
"CUL3",2.977e-05,2,2,0,0,0,0,3,4,1,0,758.916555081431,6.40512409927942e-06,0.00306659194129602
"KATNAL2",2.003e-05,2,3,4,1,0,0,6,22,1,2,588.944489775858,7.47264478249266e-06,0.00482392878110689
"BCL11A",5.27e-05,2,0,1,0,0,0,1,16,3,1,161.419205754331,5.97811582599413e-05,0.0107985995630849
"CACNA2D3",4.37e-05,2,0,0,0,0,0,2,22,4,5,138.200329021328,7.25914064585001e-05,0.0168666622348468
"MIB1",3.96e-05,0,7,10,10,0,0,6,11,0,3,134.051839061998,7.57939685081398e-05,0.0223525468689296
"GABRB3",2.174e-05,1,2,1,0,0,1,0,2,0,0,128.566441494308,7.84627702161729e-05,0.0274271300395531
"CTTNBP2",6.14e-05,1,4,1,3,2,0,5,59,10,11,126.92874719534,8.05978115825994e-05,0.0320071759304032
"MLL3",0.000173773,2,0,0,0,0,1,17,82,14,17,125.265725152852,8.1131571924206e-05,0.0361733463239099
"PTEN",1.395e-05,1,1,0,0,0,1,1,4,0,0,122.003723834798,8.48678943154524e-05,0.040054597736644
"RELN",0.0001378,1,1,2,1,0,2,24,92,24,18,103.808830540108,0.000117427275153456,0.0443914597635685
"ASXL3",7.94e-05,2,0,2,0,0,0,6,29,9,5,89.6307490704389,0.00014678409394182,0.0491366166542223
"MYO9B",0.000108,1,0,1,0,0,2,11,48,15,14,84.5895923242284,0.000165465705898052,0.0537944255139122
"ETFB",1.648e-05,1,2,1,2,0,0,1,6,4,4,84.5389617722737,0.000165465705898052,0.0580673734725337
"ASH1L",0.0001066,2,1,3,0,0,0,11,36,8,10,76.0881891301808,0.000193221243661596,0.0625744714772795
"TRIO",0.0001425,1,0,1,2,2,2,16,56,14,30,73.4095540222829,0.000201761409127302,0.0669323509331678
"NAA15",2.842e-05,1,1,1,0,0,1,2,6,1,0,72.8336006905276,0.000203896450493728,0.0710098174661058
"MYT1L",5.53e-05,1,1,0,0,0,1,4,20,2,3,71.876373034187,0.000207099012543368,0.0748651665563418
"NR3C2",3.86e-05,1,1,1,0,0,1,2,4,2,5,63.8707297534002,0.000246597277822258,0.0790757585603619
"APH1A",1.192e-05,1,0,0,0,1,1,0,1,0,3,57.7609465079465,0.000272217774219376,0.0835519685442723
"SETD5",5.43e-05,1,1,1,0,0,1,13,29,17,12,53.6676795967381,0.000302108353349346,0.0881457191495935
"VIL1",3.79e-05,0,2,4,6,4,2,5,31,5,3,52.7847499684804,0.000311182279156659,0.0925434400962878
"CDC42BPB",8.33e-05,1,2,2,0,0,1,6,19,5,6,42.3676352865736,0.000444622364558313,0.0979195566832441
"SPARCL1",2.199e-05,1,1,0,1,0,0,4,10,7,5,39.9721745058701,0.000494795836669336,0.103321271928828
"BIRC6",0.000157418,1,1,3,0,0,2,11,46,17,11,39.1732958693155,0.000511876167600747,0.108531514096589
"GALNTL4",3.22e-05,1,1,3,0,0,1,1,12,3,3,38.8471656017704,0.000518815052041633,0.113499772969633
"WDFY3",0.0001332,1,2,2,1,0,1,6,32,8,11,37.9454553188698,0.000542300507072325,0.118330116111499
"MTMR12",2.897e-05,1,1,0,1,0,0,2,9,0,2,36.9172721585008,0.000562583400053376,0.123056595882845
"EP400",0.000163178,1,1,1,8,9,1,8,48,33,19,36.8329840900682,0.000563650920736589,0.127552957104889
"ZNF774",1.92e-05,0,4,2,4,3,1,2,16,1,1,35.708277041276,0.000598879103282626,0.131987823606851
"DPP3",3.99e-05,1,0,3,1,0,1,4,24,12,5,35.0572118299291,0.000620763277288497,0.136301822190188
"FCRL6",1.576e-05,1,4,3,1,2,0,3,10,1,0,34.6156847069515,0.00063303976514545,0.140474966117705
"SMURF1",3.65e-05,1,2,0,0,0,0,0,8,1,1,33.8710237222582,0.000655457699492928,0.144562932279437
"TTLL3",3.67e-05,0,3,1,2,4,2,1,25,7,4,33.3872825615699,0.000670402989057913,0.148535962373326
"UTP6",2.181e-05,1,2,2,1,0,0,3,4,2,4,32.8478323854249,0.000684814518281292,0.152411330230684
"CARKD",2.067e-05,1,0,1,5,4,0,5,13,3,4,32.6380202864991,0.000691219642380571,0.156148696013506
"DNAH10",0.000191867,0,9,14,11,3,1,36,112,29,32,32.5536059202517,0.000692287163063784,0.159739105211583
"PPM1D",2.315e-05,1,1,1,2,1,0,1,6,2,6,32.4051474174475,0.000696023485455031,0.163200817587101
"PHF15",4.06e-05,1,2,0,0,0,0,1,9,2,2,32.246120765258,0.000703496130237523,0.166543310975314
"S100G",2.123e-06,1,1,0,0,0,0,0,0,0,0,30.1005138721282,0.000793701627969042,0.170058689808367
"KIAA0182",6.99e-05,0,0,4,1,0,3,17,66,20,19,29.7324218917007,0.000810248198558847,0.173490631017945
"CSNK1E",2.441e-05,0,0,0,1,0,2,1,3,1,0,29.5284628220079,0.000819855884707766,0.176820523156798
"KIAA0100",8.8e-05,1,3,6,4,0,0,7,41,14,13,29.1438523440268,0.000836402455297571,0.180080896122461
"CACNA1D",0.0001008,0,0,1,0,0,3,15,31,9,15,28.273823599926,0.000889244729116627,0.183348709677144
"RAB2A",7.59e-06,1,0,0,1,0,0,0,0,0,0,28.2154707538249,0.00089351481184948,0.186506313965988
"PCOLCE",2.191e-05,1,1,1,1,0,0,1,11,4,2,28.0944566712754,0.000904723779023219,0.189568776508344
"MYOC",2.059e-05,1,2,5,4,2,0,4,10,5,6,27.9529660304449,0.000914331465172138,0.192544157412764
"SLCO1B1",2.259e-05,0,1,5,8,2,1,3,3,9,5,27.8986690677039,0.000916466506538564,0.195424656909945
"SLC6A1",3.003e-05,0,1,0,0,0,2,2,3,1,1,27.2896748498153,0.000952228449426208,0.198293923431579
"ATP1B1",1.265e-05,1,1,0,0,0,0,0,4,1,1,26.8898370018834,0.000985855350947425,0.201124658244364
"SCARA3",2.697e-05,1,0,1,2,0,0,5,16,7,2,26.5160478303736,0.00100667200427008,0.203916059816588
"KRT34",2.11e-05,0,1,2,1,0,2,3,24,8,6,25.9377907134335,0.0010568454763811,0.206700675238954
"BRWD1",7.83e-05,1,2,0,1,1,0,12,28,13,3,25.2134842305911,0.00110968775020016,0.209502792637895
"KDM5B",6.13e-05,1,1,7,3,1,1,9,17,8,11,24.781821399204,0.00114758473445423,0.212281247641258
"PRPF39",1.987e-05,1,0,0,1,0,0,0,1,1,0,24.6971869429182,0.00115612489991994,0.214986706125312
"SIX2",2.168e-05,1,1,0,0,0,0,1,3,5,5,24.1665993088168,0.00120362957032293,0.217688515190202
"KIRREL3",4.14e-05,0,1,0,0,0,2,3,24,2,7,23.7246671864185,0.00124526287696824,0.220375531576331
"FAM190A",2.349e-05,1,1,0,0,0,0,8,20,4,4,23.5969896446788,0.0012580731251668,0.223002537204418
"GGNBP2",2.54e-05,1,1,0,0,0,0,0,1,3,1,23.1597056655259,0.00130184147317854,0.22561852660901
"NRXN1",7.4e-05,1,1,2,0,1,1,6,38,6,7,23.1441332301427,0.00130451027488658,0.228162086352986
"WHSC1",2.556e-05,1,1,0,0,0,0,4,13,7,3,23.1127674031792,0.00130717907659461,0.230638595076955
"KLC1",2.557e-05,1,0,0,1,0,0,0,4,4,1,23.1009293239654,0.00130824659727782,0.233048025277122
"RANBP17",3.83e-05,1,2,9,6,1,0,8,25,8,9,23.0724368120607,0.00130984787830264,0.235395515299788
"LEO1",2.589e-05,1,1,0,0,0,0,3,11,1,3,23.0375032444914,0.00131251668001068,0.237684492298428
"PTPRM",6.46e-05,0,2,2,1,0,2,9,36,8,5,23.0289827078475,0.00131251668001068,0.239913618309749
"KDM4B",6.44e-05,1,0,0,0,0,1,4,23,4,6,22.6639510956189,0.00135041366426475,0.242134815524452
"SETBP1",6.44e-05,1,0,0,0,0,1,6,18,8,6,22.5442402445245,0.00135948759007206,0.244314949074609
"SRPK2",2.798e-05,1,1,0,0,0,0,0,8,3,0,22.4660387799368,0.00136535895382973,0.246449961594779
"ZNF559",2.309e-06,0,10,7,1,0,0,2,20,12,6,22.4203516516113,0.00136856151587937,0.248537161501318
"CSDE1",3.048e-05,1,1,0,0,0,0,2,5,6,1,21.9173389400631,0.00142087002935682,0.250640996794152
"JUP",4.34e-05,1,1,1,1,0,0,6,23,5,4,21.8903754799333,0.00142620763277288,0.252696580181937
"QRICH1",3.065e-05,1,1,0,0,0,0,2,3,2,0,21.799885208646,0.00143741659994662,0.254714313927687
"GSDMC",1.8e-05,1,4,5,0,0,0,3,15,3,3,21.1630235099401,0.00151160928742994,0.256770544370336
"AGAP2",4.87e-05,0,1,0,0,0,2,5,11,1,1,21.0589873574708,0.00151801441152922,0.25879216238934
"PLA1A",1.88e-05,1,2,2,0,0,0,2,9,2,1,20.9869325275469,0.00152922337870296,0.260776078777852
"HDLBP",6.03e-05,0,0,1,2,0,2,2,13,8,4,20.9705345789974,0.00153082465972778,0.262716082057211
"TGM1",4.3e-05,1,1,5,0,0,1,5,26,9,9,20.5909901732288,0.00157779556978916,0.264662939045852
"LRRC14",2.7e-05,0,1,1,0,0,2,1,10,2,3,20.5847765399792,0.00157886309047238,0.266566390901776
"KDM3A",4.89e-05,1,2,1,0,0,0,5,18,5,1,20.5754865200301,0.00157886309047238,0.268428313256572
"C11orf30",4.89e-05,1,1,1,1,0,0,4,9,5,12,20.5736800712852,0.00157886309047238,0.270249098975167
"TAF4",3.64e-05,1,0,0,1,0,0,1,13,0,0,20.5254831196607,0.00158633573525487,0.272036193700078
"TCTE3",7.87e-06,1,0,0,1,1,0,1,3,0,2,20.5251360538888,0.00158633573525487,0.27378448366038
"CERS4",1.951e-05,0,2,2,7,2,0,5,5,1,3,20.2011796708824,0.00162369895916733,0.275537216178041
"TCF3",3.69e-05,1,0,0,1,0,0,5,27,10,8,20.1857367490762,0.00162530024019215,0.27725465801011
"SLCO1B3",2.257e-05,1,0,2,2,0,0,4,20,5,4,20.0625240876044,0.00164184681078196,0.278951805498437
"CD163L1",5.85e-05,1,6,16,4,3,1,9,33,13,11,19.8364652215568,0.00167280491059514,0.280642678604523
"NCKAP1",3.98e-05,1,0,0,1,0,0,1,8,0,1,19.6728189570524,0.00169895916733387,0.282319754444399
"CSTF2T",2.507e-05,1,1,0,1,2,0,0,10,1,1,19.611076642315,0.00170643181211636,0.283970521461294
"BRSK2",4e-05,1,0,0,1,0,0,4,16,3,6,19.5743561067997,0.00171230317587403,0.28559261378309
"MYH10",8.96e-05,1,0,3,1,0,1,6,18,4,3,18.8470124138211,0.00183186549239392,0.287275950651713
"STXBP5",4.31e-05,1,1,0,0,0,0,4,15,5,5,18.8425338411273,0.00183293301307713,0.288926537385738
"SHANK3",5.78e-05,1,1,0,1,1,0,5,19,3,3,18.6281136270034,0.00186655991459835,0.290572587497105
"AXL",4.48e-05,1,1,0,0,0,0,4,16,6,6,18.4747983616821,0.00189111289031225,0.292206592042793
"IQGAP2",5.72e-05,1,4,7,2,0,0,10,36,7,3,18.319660702841,0.00191993594875901,0.293829314103144
"UBN2",4.68e-05,1,0,0,1,0,0,6,19,10,9,18.0767557755899,0.00195409661062183,0.295452730313916
"KDM6B",8.27e-05,1,0,0,0,0,1,9,28,10,12,17.9059694033586,0.00197918334667734,0.297067797784384
"CAPN12",3.31e-05,0,2,4,5,1,1,15,40,6,10,17.3954316675037,0.00206938884440886,0.298720021994153
"SPP2",9.02e-06,1,1,3,1,0,0,1,7,1,0,17.3643771730499,0.00207792900987457,0.300345774465441
"BTRC",2.231e-05,1,0,1,1,0,0,2,7,3,5,17.2985188676937,0.00209073925807313,0.30195038987946
"HAPLN3",2.334e-05,1,0,0,1,1,0,3,20,11,4,17.0819535372308,0.00212756872164398,0.303554401393979
"FAM59A",3.95e-05,1,0,1,2,1,0,2,17,5,2,16.513774145553,0.00224819855884708,0.305205606447087
"RASAL1",3.97e-05,1,1,1,1,1,0,3,16,6,8,16.46652562561,0.00225887376567921,0.306833717168217
"KYNU",1.638e-05,0,7,5,3,1,0,2,13,4,4,16.2947569568511,0.00230370963437417,0.308456199707893
"RAPGEF4",4.1e-05,1,1,1,1,1,0,5,29,7,1,16.2016657818174,0.00232185748598879,0.310062777791135
"VPS54",3.143e-05,0,2,1,2,0,1,7,10,2,2,16.1726269370843,0.00232826261008807,0.31164531422527
"ERBB2IP",4.35e-05,1,2,1,0,1,0,3,27,4,10,16.1030830154995,0.00234587670136109,0.313209850947551
"ACACB",0.0001295,1,3,5,2,3,1,17,69,31,25,16.0931427769311,0.00234854550306912,0.31474896260748
"ADCY5",6.98e-05,0,0,0,1,0,2,2,18,1,4,16.0253185546488,0.00236082199092607,0.316270934106844
"MCAM",3.23e-05,0,2,1,2,0,1,1,14,7,8,15.9706737936016,0.00236989591673339,0.317774501366528
"USP15",3.021e-05,1,1,1,0,0,0,0,7,1,2,15.8483860029052,0.00238804376834801,0.319269021720106
"NIF3L1",1.393e-05,0,2,1,5,1,0,4,19,3,1,15.7385392390586,0.00241259674406192,0.320753209325727
"PM20D1",2.131e-05,0,0,0,3,0,1,2,13,3,3,15.7219963656156,0.00241579930611156,0.322215221016679
"SORCS3",4.42e-05,1,0,2,2,0,0,4,19,5,2,15.6314966354549,0.00243021083533493,0.32366519364707
"MSH4",3.156e-05,1,3,4,0,0,0,0,8,3,2,15.5297775139089,0.00245369629036563,0.32510494197627
"RGS2",7.55e-06,1,0,2,1,0,0,2,3,1,1,15.2098724048341,0.00251347744862557,0.326563279313978
"PLEKHA8",1.657e-05,0,0,1,0,0,2,3,12,5,1,15.1675004571205,0.00252095009340806,0.3280040022424
"SCN1A",7.5e-05,0,1,0,0,0,2,11,16,9,5,15.092617996193,0.00253269282092341,0.329431776297388
"DENND5A",5.09e-05,1,1,1,1,1,0,3,13,7,4,14.499001119623,0.00269869228716306,0.330915545337727
"ERI1",1.103e-05,0,1,2,3,0,1,4,9,1,1,14.3862536929429,0.00272698158526821,0.332391414274021
"ATP10D",5.14e-05,1,4,5,0,0,0,8,30,14,11,14.3753307257903,0.00272858286629303,0.333846035537294
"KRT24",2.228e-05,0,3,1,4,1,0,8,8,2,5,14.3419383517378,0.00274139311449159,0.335282878579864
"PHF7",1.34e-05,1,1,2,0,0,0,4,4,0,2,14.1942895888846,0.00277875633840406,0.336717507405566
"TMBIM6",1.16e-05,0,4,1,2,0,0,0,9,2,2,13.8871777317491,0.0028550840672538,0.338171555313313
"PLA2G7",1.406e-05,0,3,1,1,1,1,8,18,6,6,13.8306135492977,0.00287163063784361,0.339611487092515
"FBXL13",2.558e-05,0,2,1,5,1,0,8,14,4,4,13.8042137096136,0.00287803576194289,0.341033610817989
"NRG4",4.55e-06,1,0,1,0,0,0,0,2,2,2,13.6085443855701,0.00292500667200427,0.342460946620746
"FBN1",0.0001229,0,2,0,0,0,2,7,47,12,13,13.22189147857,0.00304296770749933,0.343919727310822
"DBX2",7.88e-06,1,0,1,0,0,0,3,5,2,2,13.0776365665772,0.00310114758473445,0.345377088229989
"PRDM9",3.308e-05,0,3,3,2,0,1,3,10,8,1,12.8105808085194,0.00320469709100614,0.346850251648115
"STMN4",1.018e-05,1,0,0,0,1,0,2,2,1,3,12.729883743299,0.0032420603149186,0.348313537033901
"ECM2",2.448e-05,1,3,5,0,0,0,4,19,3,5,12.6721788900084,0.00326020816653323,0.349764034098975
"TBC1D23",2.44e-05,1,0,2,1,0,0,1,17,2,4,12.613173878677,0.00328529490258874,0.351202224657716
"IL27",1.115e-05,1,0,1,0,0,0,1,0,0,0,12.5947137821639,0.00329276754737123,0.35262283115074
"C20orf111",1.124e-05,1,0,1,0,0,0,2,3,0,0,12.5762519451563,0.00329703763010408,0.354026223435116
"ZNF594",2.56e-05,1,1,4,2,1,0,4,14,8,8,12.4581981395762,0.00334827862289832,0.355426316478082
"KBTBD4",2.21e-05,0,0,3,1,0,2,1,8,4,1,12.2941458703573,0.00342033626901521,0.356829615610637
"INSC",2.838e-05,1,1,5,2,0,0,12,24,6,3,12.129837096917,0.00350306912196424,0.358236353216866
"CCIN",2.712e-05,1,1,2,0,0,0,5,20,8,3,12.0776986591913,0.00352548705631172,0.359631237475039
"FAM45A",1.264e-05,0,1,1,2,0,1,2,4,2,1,12.059515509574,0.00353883106485188,0.361009883844771
"GSTO2",9.33e-06,0,7,5,3,2,0,1,0,3,0,12.006522492075,0.00356071523885775,0.362377361906971
"OVOL1",1.616e-05,1,0,0,0,1,0,0,6,1,0,11.8867955338392,0.00362263143848412,0.363743018994763
"ERN2",4.99e-05,0,5,6,3,1,1,4,32,6,10,11.88495256295,0.00362369895916733,0.365090957133899
"RNF38",1.633e-05,1,0,1,0,0,0,1,7,4,0,11.842046717053,0.00364131305044035,0.366427071912158
"CYP4F12",2.591e-05,0,3,2,3,3,1,0,17,0,7,11.820449859924,0.00365252201761409,0.367748740225031
"MTHFS",6.39e-06,1,0,3,1,0,0,1,11,0,2,11.7427612118861,0.00370749933279957,0.369063777287083
"SCN7A",4.4e-05,1,2,5,2,1,0,7,20,2,4,11.7206810231633,0.00372137710168134,0.370364908861185
"SLC25A39",1.772e-05,1,0,1,0,0,0,2,8,2,8,11.6792916728019,0.003742193755004,0.371654980217706
"C9orf68",1.32e-05,0,2,0,3,0,0,4,4,4,7,11.6610788989218,0.00375073392046971,0.372931138123043
"TROVE2",1.855e-05,1,0,1,0,0,0,5,7,5,2,11.6034711848003,0.00377742193755004,0.374198860465084
"MBNL1",1.654e-05,0,0,2,0,0,2,1,5,1,1,11.5477934156645,0.00381638644248732,0.37545808228574
"COBL",5.86e-05,0,3,1,1,0,1,9,39,12,15,11.4862274815105,0.00385801974913264,0.376709768882649
"SMARCA4",9.51e-05,0,1,0,0,0,2,6,8,5,3,11.3980074495235,0.00390605817987724,0.377957611961171
"LRRTM2",1.989e-05,1,0,1,0,0,0,2,5,0,3,11.3746589486901,0.00392367227115025,0.379193210399866
"FAM8A1",2.048e-05,1,0,1,0,0,0,1,4,0,1,11.2979387700404,0.00397277822257806,0.380423791820426
"SNTG1",1.937e-05,0,0,0,0,0,2,4,16,3,1,11.1787227753082,0.00403896450493728,0.381655094461581
"DGKD",6.07e-05,1,1,1,0,0,0,5,24,8,9,11.1339615416805,0.00407045636509207,0.382877433723288
"SPON2",1.986e-05,0,0,0,0,0,2,1,5,0,0,11.130286351898,0.00407152388577529,0.384085614266909
"GABRB1",2.224e-05,1,0,1,0,0,0,0,9,2,3,11.0929732754281,0.00409234053909794,0.385284264177035
"C10orf93",1.6e-05,0,8,6,2,1,0,5,13,6,9,11.0684812231591,0.00410781958900454,0.38647190248136
"ST3GAL6",1.197e-05,1,1,2,0,1,0,0,3,0,4,10.9639147743594,0.00416012810248199,0.387659103524878
"SPAST",2.349e-05,1,0,1,0,0,0,2,4,0,1,10.8996462749158,0.00419589004536963,0.388840741923593
"VNN1",1.926e-05,0,3,0,2,0,0,4,13,7,5,10.8732190915356,0.00421083533493461,0.390012054381683
"PLVAP",2.388e-05,1,0,1,0,0,0,3,12,2,4,10.852147805181,0.00422417934347478,0.391172536897984
"CECR2",6.41e-05,1,1,0,0,1,0,3,27,10,7,10.722084317697,0.00430958099813184,0.392336414921849
"TTC18",3.48e-05,0,3,1,3,0,0,4,5,2,0,10.6763536311037,0.00433360021350414,0.393492880758137
"ANKK1",3.058e-05,0,4,10,6,1,1,6,19,3,2,10.659238682246,0.00434587670136109,0.394638401737898
"UNC45B",4.16e-05,0,0,1,0,0,2,12,39,15,14,10.6490819111255,0.00435228182546037,0.39577227663491
"FLYWCH1",3.48e-05,0,4,1,2,0,0,6,32,11,8,10.6062588980874,0.00438163864424873,0.396898862784727
"PTMS",3.22e-06,1,0,0,0,0,0,0,0,0,0,10.4949087613615,0.00446170269548973,0.398027040262122
"ZC3H14",2.756e-05,1,0,0,0,1,0,1,17,3,3,10.4531850741837,0.00449693087803576,0.399147996808988
"NTNG1",2.524e-05,0,0,0,0,0,2,2,7,3,2,10.2997227257269,0.0046207632772885,0.400276151825969
"FAM91A1",2.99e-05,1,2,4,0,0,0,3,13,4,2,10.2334657079085,0.00467574059247398,0.401400390075926
"NR2F1",2.593e-05,0,0,0,0,0,2,0,2,0,0,10.221303793312,0.00468428075793968,0.402513894411788
"ASB4",1.838e-05,1,0,1,1,2,0,0,5,1,4,10.1651490647453,0.00473925807312517,0.403622445211346
"ZFAND5",6.91e-06,1,0,0,0,0,0,1,1,0,0,10.1560571474085,0.00474779823859087,0.4047201659372
"RPL12",7.15e-06,1,0,0,0,0,0,1,0,0,0,10.1280759003771,0.00477235121430478,0.405809621537397
"FOXP1",3.015e-05,1,0,0,0,1,0,2,7,2,2,10.0830885102777,0.00482999733119829,0.406893099626245
"SERPINB9",1.715e-05,0,4,2,3,1,0,1,10,2,2,10.0525869601124,0.0048630904723779,0.407968889389829
"PPPDE1",8.07e-06,1,0,0,0,0,0,0,1,0,0,10.0232609632381,0.00488817720843341,0.409036974274977
"GIMAP2",1.081e-05,0,7,6,2,0,0,3,8,2,1,10.0184349894463,0.00489137977048305,0.410094419225873
"DUS1L",2.766e-05,0,1,1,2,0,1,1,7,1,1,9.97369479625875,0.00494635708566853,0.411146363769768
"FOXG1",2.77e-05,0,0,0,0,0,2,1,0,0,0,9.96435778547028,0.00495756605284227,0.412188509850767
"ARHGAP44",3.15e-05,1,0,1,0,0,0,1,12,3,2,9.94153835598976,0.00498478783026421,0.413222678633234
"AGGF1",2.792e-05,0,1,1,2,0,1,3,13,4,9,9.93528921973378,0.00499332799572992,0.414246955619254
"PLA2G16",8.14e-06,1,0,2,0,0,0,0,5,1,0,9.92227638123624,0.0050002668801708,0.415262323037322
"EFR3A",2.983e-05,0,2,5,0,0,2,2,19,1,1,9.91259513652196,0.00500507072324526,0.416268511818956
"SYT1",1.663e-05,0,2,0,0,0,1,1,1,0,0,9.81467572788744,0.00510274886575927,0.417276432760732
"OR51A2",1.001e-05,1,0,0,0,0,0,2,0,0,0,9.79408094934037,0.00512623432078997,0.41827668442522
"SCAND3",4.28e-05,0,4,1,2,0,0,7,19,2,5,9.73662551424295,0.00519455564451561,0.41927387679161
"LYPD4",1.011e-05,1,0,1,0,1,0,2,8,1,2,9.68904206185324,0.00524953295970109,0.420266884012031
"ZNF451",2.685e-06,0,1,2,2,0,1,1,10,2,6,9.68205258559139,0.00525433680277555,0.421250858168385
"CYP2J2",2.053e-05,0,3,2,4,1,0,2,12,8,2,9.66503824035344,0.00526714705097411,0.422227145045194
"TRIP12",7.38e-05,1,1,1,0,0,0,7,25,9,6,9.61697978977785,0.0053226581265012,0.423199604233891
"TMC2",3.52e-05,0,6,2,2,2,0,10,32,7,18,9.60140678667489,0.00534560982119029,0.42416440151381
"PYHIN1",1.79e-05,1,0,10,1,2,1,3,8,1,1,9.44851711047251,0.00551427808913798,0.425138197774682
"MUC17",0.000164455,0,13,16,10,6,0,23,73,27,27,9.43046177339491,0.00553829730451027,0.426104718188005
"ILF2",1.432e-05,1,0,0,0,0,0,0,1,0,0,9.31322473927854,0.0056696023485455,0.427076053500387
"SKI",3.71e-05,1,0,1,0,0,0,4,5,3,5,9.31017520649881,0.00567387243127836,0.42803841719481
"DHX57",5.2e-05,1,1,1,2,4,0,14,46,5,15,9.30606873598689,0.00568081131571924,0.428992065176626
"POTEH",1.392e-05,1,0,0,0,0,0,0,0,0,0,9.25142701444675,0.00575233520149453,0.429943181693428
"C12orf24",1.06e-05,0,3,0,3,2,0,0,3,2,0,9.24474226913739,0.00575980784627702,0.430886082475134
"ETV2",1.526e-05,1,0,0,0,0,0,2,10,0,1,9.22551834180414,0.00577955697891647,0.431822378947762
"CNGB3",2.893e-05,1,2,6,1,0,0,4,19,9,2,9.20238492392041,0.00580304243394716,0.432752632523311
"NFKBIL1",1.548e-05,1,0,0,0,0,0,0,8,1,0,9.2011173106567,0.00580464371497198,0.433674342196186
"CDC42BPA",5.99e-05,0,5,2,0,1,1,10,31,14,19,9.08408367010617,0.00595089404857219,0.434601333363874
"NPBWR1",2.81e-05,1,0,2,1,1,0,1,12,2,3,9.0823995827777,0.00595302908993862,0.43551994068695
"TSPAN17",1.607e-05,1,0,2,0,0,0,1,3,0,2,9.03985201129616,0.00601174272751535,0.436435105255052
"PRPF40A",2.934e-05,1,1,3,0,0,0,3,1,4,1,8.97922565687839,0.00608326661329063,0.43734902907865
"PBX1",1.765e-05,1,0,0,0,0,0,0,1,0,0,8.95733120687215,0.00610194822524686,0.438257187419839
"SMARCE1",1.79e-05,1,0,0,0,0,0,0,1,0,0,8.93121349199057,0.0061371764077929,0.439160160444034
"ADSS",1.824e-05,1,0,0,0,0,0,0,5,2,1,8.89020867557208,0.00619855884707766,0.440059774019238
"C20orf194",4.22e-05,1,2,3,0,1,0,5,36,10,6,8.88730966420993,0.00620069388844409,0.440951622263535
"LDB1",1.902e-05,1,0,0,0,0,0,0,6,0,2,8.84588125260242,0.00625300240192154,0.441840307573147
"TMEM171",1.474e-05,0,1,1,5,1,0,2,7,2,5,8.81726547453613,0.00629196690685882,0.442724392952014
"ZNF568",2.087e-05,0,3,5,3,1,1,3,17,3,3,8.78241010005782,0.00633626901521217,0.443604674134559
"RRBP1",4.98e-05,0,3,2,1,0,1,11,40,12,13,8.77779524409374,0.00634480918067788,0.444477700501043
"NFIA",1.977e-05,1,0,0,0,0,0,0,6,1,1,8.74649682872979,0.00638644248732319,0.445346654671735
"CDC73",2.098e-05,1,0,0,0,0,0,0,7,1,1,8.62885711919119,0.00652522017614091,0.44622161485317
"BIRC3",2.14e-05,1,0,0,0,0,0,1,9,0,1,8.59864814510866,0.00656365092073659,0.447092439081476
"KIAA1407",3.253e-05,0,5,11,9,2,0,4,13,5,3,8.55601836018753,0.00663410728582866,0.447960631229447
"PAX5",2.166e-05,1,0,0,0,0,0,5,8,0,1,8.53278419420967,0.00666666666666667,0.448823994776774
"MAK",2.312e-05,1,1,5,1,0,0,2,9,3,3,8.5283719286681,0.00667147050974113,0.449680424418471
"SRSF11",2.187e-05,1,0,0,0,0,0,0,1,1,0,8.52286214452538,0.00667840939418201,0.450530135729607
"SIRPB2",1.273e-05,1,0,3,1,1,0,1,18,2,7,8.51176509770275,0.00669068588203896,0.451373854869416
"RAD21L1",2.14e-05,1,0,0,0,0,0,0,0,0,0,8.47736460047044,0.00673658927141713,0.452214322000312
