"Gene","mut.rate","dn.LoF","case.LoF","ctrl.LoF","trans.LoF","ntrans.LoF","dn.mis3","case.mis3","ctrl.mis3","trans.mis3","ntrans.mis3"
"SLC35G5","1.556e-05","0","0","1","0","0","0","2","5","3","2"
"SLC35G6","1.641e-05","0","0","0","0","3","0","4","14","1","2"
"SLC36A1","2.194e-05","0","0","2","0","0","0","2","6","0","3"
"SLC36A2","2.139e-05","0","1","7","2","0","0","3","5","4","8"
"SLC36A3","1.896e-05","0","1","3","0","1","0","3","8","1","4"
"SLC36A4","1.727e-05","0","2","7","1","1","0","1","14","1","2"
"SLC37A1","2.93e-05","0","0","1","0","0","0","4","7","3","3"
"SLC37A2","2.569e-05","0","1","2","0","1","0","6","15","4","7"
"SLC37A3","2.106e-05","0","2","0","1","2","0","5","10","5","4"
"SLC37A4","1.677e-05","0","0","0","0","0","0","0","2","0","0"
"SLC38A1","1.938e-05","0","0","0","0","0","0","0","2","0","0"
"SLC38A10","6.59e-05","0","1","6","2","1","0","13","42","5","12"
"SLC38A11","1.365e-05","0","1","2","0","0","0","2","16","2","1"
"SLC38A2","1.825e-05","0","0","0","0","0","0","3","3","1","2"
"SLC38A3","2.403e-05","0","0","1","0","0","0","0","0","0","0"
"SLC38A4","1.949e-05","0","0","0","0","1","0","1","1","2","1"
"SLC38A5","1.978e-05","0","0","0","0","0","0","0","0","0","0"
"SLC38A6","1.407e-05","0","3","2","0","1","0","1","11","2","2"
"SLC38A7","2.155e-05","0","0","1","1","0","0","2","6","0","1"
"SLC38A9","1.922e-05","0","1","1","0","0","0","3","8","5","1"
"SLC39A1","1.413e-05","0","1","3","0","0","0","2","13","0","1"
"SLC39A10","2.899e-05","0","0","3","0","1","0","2","5","1","1"
"SLC39A11","1.6e-05","0","1","1","0","0","0","5","17","7","6"
"SLC39A12","2.293e-05","0","0","2","0","0","0","5","10","3","1"
"SLC39A13","1.967e-05","0","0","0","1","1","0","3","9","1","2"
"SLC39A14","1.904e-05","0","0","0","0","0","0","2","13","4","4"
"SLC39A2","1.152e-05","0","1","5","0","1","0","1","6","4","1"
"SLC39A3","3.8e-06","0","0","1","0","0","0","2","7","2","3"
"SLC39A4","3.44e-05","0","1","0","0","0","0","1","17","0","9"
"SLC39A5","2.574e-05","0","2","14","1","2","1","5","33","11","7"
"SLC39A6","2.765e-05","0","1","1","0","0","0","3","6","1","2"
"SLC39A7","2.007e-05","0","0","5","3","2","0","1","8","1","2"
"SLC39A8","1.205e-05","0","1","2","2","1","0","1","6","2","1"
"SLC39A9","1.258e-05","0","0","0","0","0","0","2","4","0","1"
"SLC3A1","2.891e-05","0","1","5","3","0","0","9","25","5","7"
"SLC3A2","3.15e-05","0","0","0","1","1","0","1","14","2","1"
"SLC40A1","2.122e-05","0","0","0","0","1","0","2","6","0","0"
"SLC41A1","2.477e-05","0","0","0","0","0","0","3","4","0","1"
"SLC41A2","1.563e-05","0","1","0","1","0","0","1","6","1","2"
"SLC41A3","1.986e-05","0","1","3","0","1","0","5","11","5","2"
"SLC43A1","2.687e-05","0","0","2","0","0","0","4","17","4","4"
"SLC43A2","2.696e-05","0","0","0","1","0","0","0","18","2","0"
"SLC43A3","2.099e-05","0","0","3","0","0","0","1","4","2","3"
"SLC44A1","2.346e-05","0","0","1","0","0","0","7","10","6","4"
"SLC44A2","3.54e-05","0","0","1","4","0","0","5","9","4","5"
"SLC44A3","2.301e-05","0","3","2","1","1","0","4","15","5","5"
"SLC44A4","2.996e-05","0","1","14","0","1","0","4","12","1","3"
"SLC44A5","2.349e-05","0","1","1","0","0","0","1","11","2","0"
"SLC45A1","4.83e-05","0","0","0","0","0","0","4","22","5","9"
"SLC45A2","1.968e-05","0","1","2","2","0","0","4","20","0","1"
"SLC45A3","2.914e-05","0","0","5","2","1","0","6","20","3","0"
"SLC45A4","5.41e-05","0","1","2","1","1","0","3","26","5","6"
"SLC46A1","2.248e-05","0","0","0","1","0","0","2","6","3","0"
"SLC46A2","2.595e-05","0","0","0","0","0","0","2","10","3","1"
"SLC46A3","1.652e-05","0","1","5","2","4","0","4","4","1","3"
"SLC47A1","2.43e-05","0","1","3","0","1","0","3","19","1","5"
"SLC47A2","2.699e-05","0","0","2","1","1","0","3","14","2","4"
"SLC48A1","1.088e-06","0","0","0","0","0","0","1","6","0","0"
"SLC4A1","4.44e-05","0","0","2","0","0","0","6","25","10","3"
"SLC4A10","3.76e-05","0","0","2","1","0","0","4","8","0","2"
"SLC4A11","5.14e-05","0","0","3","0","3","0","8","20","7","5"
"SLC4A1AP","3.43e-05","0","2","5","1","1","0","5","6","5","3"
"SLC4A2","6.45e-05","0","0","3","0","0","1","6","15","9","4"
"SLC4A3","6.83e-05","0","1","2","0","0","0","8","23","6","6"
"SLC4A4","4.04e-05","0","0","0","0","1","0","6","29","9","5"
"SLC4A5","5.4e-05","0","1","2","2","1","0","10","45","8","10"
"SLC4A7","4.33e-05","0","1","2","1","0","0","3","26","11","8"
"SLC4A8","3.99e-05","0","0","0","0","0","0","3","12","8","4"
"SLC4A9","3.52e-05","0","2","8","0","1","0","4","20","6","11"
"SLC50A1","1.049e-05","0","0","0","0","0","0","0","3","2","2"
"SLC52A1","1.888e-05","0","1","2","0","0","0","1","4","0","0"
"SLC52A2","2.326e-05","0","0","1","0","0","0","0","7","0","0"
"SLC52A3","2.372e-05","0","0","1","0","0","0","1","3","0","0"
"SLC5A1","3.007e-05","0","0","0","0","2","0","5","12","2","4"
"SLC5A10","3.65e-05","0","1","9","3","3","0","3","25","4","7"
"SLC5A11","3.079e-05","0","0","3","0","0","0","8","22","5","5"
"SLC5A12","2.178e-05","0","0","4","1","0","0","4","8","2","3"
"SLC5A2","4.5e-05","0","0","2","2","1","0","5","22","8","7"
"SLC5A3","2.672e-05","0","0","0","0","0","0","0","3","3","2"
"SLC5A4","2.896e-05","0","3","5","0","0","0","3","18","4","4"
"SLC5A5","3.53e-05","0","0","3","0","0","1","4","7","0","0"
"SLC5A6","2.886e-05","0","0","6","3","0","0","2","8","0","1"
"SLC5A7","2.173e-05","0","1","1","1","1","0","2","7","1","1"
"SLC5A8","2.525e-05","0","0","0","0","1","0","2","11","2","3"
"SLC5A9","3.27e-05","0","2","14","2","3","0","9","26","9","8"
"SLC6A1","3.003e-05","0","1","0","0","0","2","2","3","1","1"
"SLC6A11","2.995e-05","0","0","3","0","0","0","1","9","4","2"
"SLC6A12","2.491e-05","0","1","3","0","0","1","4","17","6","2"
"SLC6A13","2.748e-05","0","0","5","0","1","1","15","37","8","9"
"SLC6A14","2.144e-05","0","0","0","0","0","0","2","2","0","0"
"SLC6A15","2.494e-05","0","0","1","0","0","0","2","12","0","3"
"SLC6A16","2.974e-05","0","0","1","1","1","0","2","15","3","3"
"SLC6A17","3.75e-05","0","1","0","0","0","0","4","14","4","4"
"SLC6A18","3.82e-05","0","4","13","2","0","0","3","30","8","7"
"SLC6A19","3.82e-05","0","1","5","1","0","0","5","34","5","11"
"SLC6A2","3.52e-05","0","0","0","0","0","0","1","6","0","2"
"SLC6A20","3.27e-05","0","4","6","3","1","0","4","18","0","5"
"SLC6A3","3.49e-05","0","0","0","0","1","1","2","10","1","2"
"SLC6A4","2.97e-05","0","0","0","0","0","0","2","6","0","4"
"SLC6A5","3.97e-05","0","1","2","0","0","1","7","17","4","6"
"SLC6A6","3.025e-05","0","0","0","1","0","0","2","4","0","2"
"SLC6A7","3.16e-05","0","0","3","0","2","0","7","17","10","7"
"SLC6A8","2.871e-05","0","0","0","0","0","0","0","2","0","0"
"SLC6A9","3.71e-05","0","0","1","0","0","0","5","21","5","3"
"SLC7A1","3.34e-05","0","0","1","0","0","0","0","6","1","0"
"SLC7A10","2.95e-05","0","0","1","0","0","0","3","22","2","7"
"SLC7A11","1.99e-05","0","0","1","0","1","0","3","14","2","0"
"SLC7A13","1.632e-05","0","3","3","0","0","0","5","8","2","3"
"SLC7A14","3.52e-05","0","0","0","0","0","0","6","30","5","6"
"SLC7A2","2.852e-05","0","0","1","2","0","0","9","19","3","2"
"SLC7A3","2.576e-05","0","0","0","0","0","0","0","1","0","0"
"SLC7A4","3.47e-05","0","1","8","0","0","0","1","17","3","1"
"SLC7A5","3.52e-05","0","1","0","0","0","0","0","10","0","0"
"SLC7A6","2.205e-05","0","0","1","0","0","0","4","10","2","2"
"SLC7A6OS","1.835e-05","0","0","0","0","0","0","0","8","2","3"
"SLC7A7","1.991e-05","1","1","6","0","1","0","3","13","1","5"
"SLC7A8","2.435e-05","0","0","1","0","0","0","4","13","8","2"
"SLC7A9","2.617e-05","0","1","6","1","0","0","8","25","3","3"
"SLC8A1","3.7e-05","0","0","3","0","1","0","7","15","5","5"
"SLC8A2","5.77e-05","0","1","0","0","0","0","1","9","1","0"
"SLC8A3","3.98e-05","0","0","0","0","0","0","9","33","10","8"
"SLC9A1","4.36e-05","0","0","2","0","1","0","5","9","2","6"
"SLC9A10","4.64e-05","0","1","4","1","1","0","5","7","4","5"
"SLC9A11","4.45e-05","0","0","1","0","0","0","3","5","3","5"
"SLC9A2","3.69e-05","0","0","3","0","0","0","3","6","3","1"
"SLC9A3","4.83e-05","0","0","2","0","1","0","5","17","5","5"
"SLC9A3R1","1.961e-05","0","0","3","1","2","0","0","12","2","3"
"SLC9A3R2","1.138e-05","0","0","0","0","0","0","2","9","4","6"
"SLC9A4","3.4e-05","0","1","2","0","2","0","3","11","2","4"
"SLC9A5","4.12e-05","0","2","6","0","1","0","7","18","6","1"
"SLC9A6","3.006e-05","0","0","1","0","0","0","0","0","0","0"
"SLC9A7","3.24e-05","0","0","1","0","0","0","0","2","0","0"
"SLC9A8","2.68e-05","0","1","1","2","2","0","4","8","0","2"
"SLC9A9","2.444e-05","0","2","1","3","1","0","5","12","6","4"
"SLC9B1","1.744e-05","0","0","0","0","1","0","0","3","1","1"
"SLC9B2","1.794e-05","0","0","1","0","1","0","3","15","5","1"
"SLC9C1","3.78e-05","0","0","1","0","0","0","2","8","0","0"
"SLC9C2","3.688e-05","0","0","2","0","0","0","1","3","0","0"
"SLCO1A2","2.178e-05","0","1","7","1","1","0","1","11","8","5"
"SLCO1B1","2.259e-05","0","1","5","8","2","1","3","3","9","5"
"SLCO1B3","2.257e-05","1","0","2","2","0","0","4","20","5","4"
"SLCO1B7","2.122e-05","0","1","2","0","0","0","3","8","4","7"
"SLCO1C1","2.166e-05","0","2","4","3","4","1","2","4","2","0"
"SLCO2A1","2.863e-05","0","1","3","0","0","0","8","23","2","4"
"SLCO2B1","3.41e-05","0","1","2","1","1","0","3","21","5","0"
"SLCO3A1","3.92e-05","0","0","0","0","0","0","1","5","1","1"
"SLCO4A1","4.12e-05","0","4","5","1","0","0","2","9","2","3"
"SLCO4C1","2.583e-05","0","0","2","2","0","0","1","19","1","3"
"SLCO5A1","4.11e-05","0","0","0","1","1","0","10","22","4","8"
"SLCO6A1","2.723e-05","0","2","0","3","1","0","7","8","2","3"
"SLFN11","3.343e-05","0","3","7","4","1","0","2","12","2","6"
"SLFN12","1.911e-05","0","1","10","0","1","0","5","7","6","3"
"SLFN12L","2.29e-05","0","0","0","0","0","0","0","0","0","0"
"SLFN13","3.249e-05","0","1","10","6","3","0","6","16","8","8"
"SLFN14","3.55e-05","0","0","0","0","0","0","0","0","0","0"
"SLFN5","3.319e-05","0","3","5","2","1","1","4","7","2","7"
"SLFNL1","2.249e-05","0","0","1","1","0","0","7","19","5","12"
"SLIRP","5.18e-06","0","0","0","0","0","0","3","5","1","3"
"SLIT1","7.71e-05","0","1","1","0","1","0","9","28","13","9"
"SLIT2","6.5e-05","0","0","5","0","0","0","9","25","8","3"
"SLIT3","7.44e-05","0","1","4","0","0","0","12","47","15","11"
"SLITRK1","3.44e-05","0","0","1","0","0","0","0","5","0","0"
"SLITRK2","3.38e-05","0","0","0","0","0","0","0","4","0","0"
"SLITRK3","3.65e-05","0","1","0","0","0","0","1","9","1","4"
"SLITRK4","3.013e-05","0","0","0","0","0","0","0","0","0","0"
"SLITRK5","5.5e-05","0","1","0","0","0","0","0","8","7","2"
"SLITRK6","2.84e-05","0","0","0","1","1","0","6","19","8","7"
"SLK","4.18e-05","0","1","1","1","0","0","2","16","8","7"
"SLMAP","3.067e-05","0","0","0","1","1","0","5","11","2","3"
"SLMO1","8.24e-06","0","0","0","0","0","0","1","3","1","2"
"SLMO2","7.09e-06","0","0","0","0","0","0","0","1","0","1"
"SLN","1.311e-06","0","0","0","0","0","0","0","1","0","0"
"SLPI","4.47e-06","0","1","3","0","0","0","0","3","1","2"
"SLTM","4.41e-05","0","1","2","0","0","0","4","18","5","1"
"SLU7","1.885e-05","0","1","0","0","0","0","1","7","2","2"
"SLURP1","5.48e-06","0","0","0","1","2","0","1","2","1","0"
"SLX1A","1.719e-05","0","0","0","0","0","0","0","0","0","0"
"SLX1B","1.719e-05","0","0","0","0","0","0","0","0","0","0"
"SLX4","9.17e-05","0","4","8","0","1","0","13","42","22","17"
"SMAD1","1.819e-05","0","0","0","0","0","0","0","2","0","0"
"SMAD2","1.707e-05","0","0","1","0","0","0","0","3","0","0"
"SMAD3","2.334e-05","0","0","0","0","0","0","0","4","1","0"
"SMAD4","2.144e-05","0","0","3","0","0","0","0","2","0","1"
"SMAD5","1.85e-05","0","0","0","0","0","0","4","1","0","0"
"SMAD6","1.877e-05","0","0","1","0","0","0","0","8","1","2"
"SMAD7","1.688e-05","0","0","0","0","0","0","0","3","4","1"
"SMAD9","2.127e-05","0","0","2","1","0","0","5","27","3","2"
"SMAGP","3.99e-06","0","0","0","0","0","0","0","0","0","1"
"SMAP1","1.698e-05","0","1","0","0","0","0","1","6","3","1"
"SMAP2","1.644e-05","0","0","0","0","2","0","2","2","0","2"
"SMARCA1","4.13e-05","0","0","0","0","0","0","0","6","0","0"
"SMARCA2","6.76e-05","0","3","1","0","0","0","4","6","2","9"
"SMARCA4","9.51e-05","0","1","0","0","0","2","6","8","5","3"
"SMARCA5","3.79e-05","0","0","0","0","0","0","2","3","2","0"
"SMARCAD1","3.398e-05","0","0","0","0","0","0","2","7","0","0"
"SMARCAL1","4.02e-05","0","0","4","2","1","0","9","23","3","0"
"SMARCB1","2.08e-05","0","0","0","0","0","0","2","3","0","0"
"SMARCC1","4.32e-05","0","0","1","0","0","0","3","12","4","3"
"SMARCC2","5.5e-05","1","0","1","0","0","0","2","9","0","1"
"SMARCD1","1.909e-05","0","0","0","0","0","0","1","0","1","0"
"SMARCD2","2.125e-05","0","0","1","0","0","0","5","5","3","0"
"SMARCD3","1.957e-05","0","0","0","0","0","0","0","22","2","3"
"SMARCE1","1.79e-05","1","0","0","0","0","0","0","1","0","0"
"SMC1A","5.06e-05","0","1","0","0","0","0","0","1","0","0"
"SMC1B","4.25e-05","0","0","3","0","1","0","5","19","2","7"
"SMC2","3.74e-05","0","0","4","0","0","0","3","16","3","4"
"SMC3","4.07e-05","0","0","0","0","0","1","1","2","0","2"
"SMC4","4.22e-05","0","0","1","0","1","0","10","14","9","5"
"SMC5","4.05e-05","0","1","2","0","1","0","7","25","3","9"
"SMC6","3.66e-05","0","0","1","0","0","0","3","3","0","3"
"SMCHD1","6.61e-05","0","1","1","1","2","0","4","10","2","3"
"SMCP","3.539e-06","0","0","1","0","0","0","0","0","1","0"
"SMCR7","2.751e-05","0","0","2","1","3","0","1","7","1","1"
"SMCR7L","2.387e-05","0","0","0","0","0","0","1","20","10","3"
"SMCR8","3.87e-05","0","0","1","0","0","0","4","13","11","7"
"SMEK1","3.106e-05","0","0","0","0","0","0","2","8","2","1"
"SMEK2","2.844e-05","0","0","2","0","0","1","5","8","2","1"
"SMG1","0.0001317","0","0","3","0","0","0","13","23","4","6"
"SMG5","4.4e-05","0","0","0","0","0","0","3","17","4","3"
"SMG6","6.31e-05","0","0","2","0","0","0","10","21","4","7"
"SMG7","3.79e-05","0","0","1","0","0","0","3","12","5","1"
"SMG8","3.82e-05","0","0","1","0","0","0","1","14","5","7"
"SMG9","2.309e-05","0","1","0","1","2","0","1","6","4","2"
"SMN1","1.118e-05","0","0","0","0","0","0","0","0","0","0"
"SMN2","1.118e-05","0","0","0","0","0","0","0","0","0","0"
"SMNDC1","7.24e-06","0","0","2","0","0","0","1","0","0","0"
"SMO","3.273e-05","0","0","1","0","1","0","6","14","2","3"
"SMOC1","2.114e-05","0","0","1","0","0","0","5","15","4","1"
"SMOC2","2.222e-05","0","0","1","0","0","0","4","6","6","8"
"SMOX","3.082e-05","0","0","2","1","1","0","4","12","2","1"
"SMPD1","3.165e-05","0","0","2","1","1","0","6","19","8","6"
"SMPD2","1.786e-05","0","0","3","2","1","0","2","12","6","5"
"SMPD3","3.82e-05","0","1","4","0","0","0","6","19","4","4"
"SMPD4","4.33e-05","0","3","8","0","0","1","3","17","5","0"
"SMPDL3A","1.309e-05","0","1","1","2","4","0","4","9","1","5"
"SMPDL3B","2.331e-05","0","0","3","2","3","0","7","26","10","3"
"SMPX","3.35e-06","0","0","0","0","0","0","0","0","0","0"
"SMR3A","4.24e-06","0","1","0","0","0","0","1","2","1","1"
"SMR3B","2.955e-06","0","0","0","0","0","0","0","0","1","0"
"SMS","1.46e-05","0","0","0","0","0","0","0","0","0","0"
"SMTN","4.98e-05","0","1","5","0","1","0","8","47","6","11"
"SMTNL1","2.083e-05","0","5","6","0","1","0","0","9","0","3"
"SMTNL2","1.665e-05","0","1","1","0","0","0","5","14","2","2"
"SMU1","1.843e-05","0","0","0","0","0","0","1","1","0","0"
"SMUG1","1.126e-05","0","4","3","0","1","0","2","9","7","4"
"SMURF1","3.65e-05","1","2","0","0","0","0","0","8","1","1"
"SMURF2","2.76e-05","0","0","1","0","0","0","2","5","1","0"
"SMYD1","2.375e-05","0","0","1","1","0","0","1","17","5","1"
"SMYD2","1.737e-05","0","0","1","0","1","0","2","12","2","2"
"SMYD3","1.481e-05","0","1","3","1","0","0","1","22","3","1"
"SMYD4","3.51e-05","0","2","10","2","1","0","2","8","3","6"
"SMYD5","1.845e-05","0","1","0","1","1","0","3","8","4","3"
"SNAI1","1.331e-05","0","0","0","0","0","0","2","3","1","0"
"SNAI2","1.053e-05","0","0","0","0","0","0","0","1","1","0"
"SNAI3","1.808e-05","0","0","5","0","1","0","4","10","5","6"
"SNAP23","7.32e-06","0","0","0","0","0","0","1","4","0","1"
"SNAP25","1.036e-05","0","0","0","0","0","0","0","0","1","0"
"SNAP29","1.358e-05","0","0","0","0","0","0","1","3","0","0"
"SNAP47","2.204e-05","0","2","4","0","1","0","2","10","5","4"
"SNAP91","2.184e-05","0","0","2","0","0","0","5","16","2","2"
"SNAPC1","1.313e-05","0","1","3","2","0","0","3","12","6","3"
"SNAPC2","1.754e-05","0","0","0","1","1","0","1","5","6","7"
"SNAPC3","1.583e-05","0","0","1","0","1","0","1","13","3","3"
"SNAPC4","7.34e-05","0","1","9","1","2","0","6","29","3","1"
"SNAPC5","4.17e-06","0","0","0","0","0","1","1","4","0","1"
"SNAPIN","8.44e-06","0","0","0","0","1","0","0","1","0","0"
"SNCA","4.49e-06","0","0","0","0","0","0","0","0","0","1"
"SNCAIP","3.57e-05","0","0","0","0","0","1","5","15","6","6"
"SNCB","6.31e-06","0","0","0","0","0","0","0","2","1","1"
"SNCG","6.78e-06","0","1","0","0","0","0","0","4","0","2"
"SND1","4.44e-05","0","0","0","0","0","1","3","18","1","1"
"SNED1","7.09e-05","0","0","1","0","0","0","5","20","6","4"
"SNF8","1.213e-05","0","3","0","0","0","0","2","4","1","2"
"SNIP1","2.35e-05","0","0","1","0","0","0","0","7","2","3"
"SNN","5.66e-06","0","0","0","0","0","0","0","1","0","0"
"SNPH","2.454e-05","0","0","0","0","0","0","4","16","3","2"
"SNRK","3.279e-05","0","0","1","0","0","0","1","9","0","1"
"SNRNP200","9.84e-05","0","0","2","1","0","1","3","8","3","1"
"SNRNP25","7.22e-06","0","2","1","0","0","0","0","6","1","1"
"SNRNP27","8.16e-06","0","1","2","1","0","0","1","7","1","1"
"SNRNP35","1.291e-05","0","1","4","0","0","0","2","8","1","2"
"SNRNP40","1.463e-05","0","0","0","2","0","0","1","8","4","1"
"SNRNP48","1.274e-05","0","0","0","0","0","0","3","4","2","3"
"SNRNP70","1.734e-05","0","0","1","0","0","0","1","4","0","0"
"SNRPA","1.548e-05","0","0","1","0","0","0","1","1","0","0"
"SNRPA1","8.91e-06","0","0","0","0","0","0","1","5","1","0"
"SNRPB","9.99e-06","0","0","0","0","0","0","0","2","1","1"
"SNRPB2","7.39e-06","0","1","1","0","0","0","1","1","0","0"
"SNRPC","6.7e-06","0","0","0","0","0","0","2","1","0","0"
"SNRPD1","4.84e-06","0","0","0","0","0","0","0","0","0","0"
"SNRPD2","5.86e-06","0","0","0","0","0","0","0","0","0","0"
"SNRPD3","6.16e-06","0","0","0","0","0","0","2","1","0","0"
"SNRPE","3.84e-06","0","0","0","0","0","0","0","1","0","0"
"SNRPF","2.513e-06","0","0","0","0","0","0","0","0","0","0"
"SNRPG","2.691e-06","0","0","0","0","0","0","0","0","0","0"
"SNRPN","1.037e-05","0","0","0","0","0","0","0","2","0","0"
"SNTA1","2.114e-05","0","1","0","0","0","0","3","10","5","6"
"SNTB1","2.741e-05","0","2","7","0","0","0","11","18","6","4"
"SNTB2","1.774e-05","0","1","0","1","0","0","1","6","4","3"
"SNTG1","1.937e-05","0","0","0","0","0","2","4","16","3","1"
"SNTG2","2.103e-05","0","0","6","4","1","0","5","14","3","8"
"SNTN","4.65e-06","0","0","4","0","1","0","0","5","0","0"
"SNUPN","1.348e-05","0","0","8","0","0","0","3","19","1","4"
"SNURF","3.323e-06","0","0","0","0","0","0","1","5","0","0"
"SNW1","2.136e-05","0","0","0","0","0","0","1","3","0","1"
"SNX1","2.097e-05","0","0","0","0","0","0","1","11","3","5"
"SNX10","7.81e-06","0","1","4","0","1","0","0","2","0","0"
"SNX11","1.01e-05","0","1","2","0","1","0","1","5","5","1"
"SNX12","9.99e-06","0","0","0","0","0","0","0","0","0","0"
"SNX13","3.159e-05","0","0","0","0","0","0","0","9","3","4"
"SNX14","3.114e-05","0","0","1","1","0","0","3","12","3","1"
"SNX15","1.747e-05","0","2","8","0","0","0","3","9","6","2"
"SNX16","1.047e-05","0","0","1","0","0","0","2","10","3","7"
"SNX17","2.144e-05","0","2","2","0","0","0","3","9","1","3"
"SNX18","2.91e-05","0","0","2","0","2","0","7","13","4","1"
"SNX19","4.13e-05","0","3","4","2","0","0","5","21","10","6"
"SNX2","1.786e-05","0","0","1","0","0","0","2","3","0","0"
"SNX20","4.86e-06","0","0","1","0","0","0","2","2","0","3"
"SNX21","1.082e-05","0","1","2","0","0","0","2","13","10","3"
"SNX22","6.36e-06","0","1","0","0","0","0","3","4","1","2"
"SNX24","6.19e-06","0","0","1","0","0","0","0","3","1","1"
"SNX25","2.996e-05","0","0","3","1","0","0","4","12","5","4"
"SNX27","2.278e-05","0","0","2","0","0","0","1","5","1","3"
"SNX29","4.26e-05","0","0","2","0","1","0","3","12","0","2"
"SNX3","8.86e-06","0","0","0","0","0","0","1","3","1","0"
"SNX30","1.674e-05","0","1","0","0","0","0","1","10","3","2"
"SNX31","1.792e-05","0","2","1","3","1","0","1","14","5","2"
"SNX32","2.267e-05","0","1","2","0","0","0","3","2","3","2"
"SNX33","2.873e-05","0","0","0","1","0","0","0","7","1","1"
"SNX4","1.497e-05","0","0","1","0","1","0","2","1","0","4"
"SNX5","1.419e-05","0","0","2","1","0","0","3","5","4","3"
"SNX6","9.72e-06","0","0","0","0","0","0","0","4","2","0"
"SNX7","1.355e-05","0","0","0","1","1","0","1","8","0","2"
